2026-04-06 13:58:09,787 [INFO]   rank/GSE66999: AUC=0.5000 (n=76, pos=70, feat=1001)
2026-04-06 13:58:27,630 [INFO]   rank/GSE6861: AUC=0.8866 (n=161, pos=66, feat=1001)
2026-04-06 13:58:45,519 [INFO]   rank/GSE68871: AUC=0.6367 (n=118, pos=97, feat=1001)
2026-04-06 13:59:03,396 [INFO]   rank/GSE72970: AUC=0.4580 (n=124, pos=63, feat=1001)
2026-04-06 13:59:21,304 [INFO]   rank/GSE73578: AUC=0.5641 (n=63, pos=40, feat=1001)
2026-04-06 13:59:39,265 [INFO]   rank/GSE76360: AUC=0.5652 (n=96, pos=66, feat=1001)
2026-04-06 13:59:57,142 [INFO]   rank/GSE82172: AUC=0.3442 (n=152, pos=21, feat=1001)
2026-04-06 14:00:15,071 [INFO]   rank/GSE8970: AUC=0.5621 (n=26, pos=13, feat=1001)
2026-04-06 14:00:33,034 [INFO]   rank/GSE9782: AUC=0.4510 (n=312, pos=180, feat=1001)
2026-04-06 14:00:50,878 [INFO]   rank/ISPY2: AUC=0.5098 (n=988, pos=319, feat=1001)
2026-04-06 14:00:50,879 [INFO]   → rank: Mean AUC = 0.5952 (721s)
2026-04-06 14:00:50,883 [INFO] 
============================================================
2026-04-06 14:00:50,883 [INFO] LODO with correction: quantile
2026-04-06 14:00:50,883 [INFO] ============================================================
2026-04-06 14:01:08,974 [INFO]   quantile/BrighTNess: AUC=0.6203 (n=482, pos=236, feat=1001)
2026-04-06 14:01:27,090 [INFO]   quantile/GSE104645: AUC=0.4432 (n=126, pos=112, feat=1001)
2026-04-06 14:01:45,380 [INFO]   quantile/GSE104958: AUC=0.7034 (n=46, pos=12, feat=1001)
2026-04-06 14:02:03,669 [INFO]   quantile/GSE109211: AUC=0.5569 (n=140, pos=42, feat=1001)
2026-04-06 14:02:21,794 [INFO]   quantile/GSE131978: AUC=0.4912 (n=37, pos=18, feat=1001)
2026-04-06 14:02:40,031 [INFO]   quantile/GSE14615: AUC=0.4048 (n=20, pos=6, feat=1001)
2026-04-06 14:02:58,267 [INFO]   quantile/GSE14671: AUC=0.5637 (n=59, pos=41, feat=1001)
2026-04-06 14:03:16,638 [INFO]   quantile/GSE173263: AUC=0.6552 (n=39, pos=29, feat=1001)
2026-04-06 14:03:35,394 [INFO]   quantile/GSE19293: AUC=0.4271 (n=52, pos=24, feat=1001)
2026-04-06 14:03:53,798 [INFO]   quantile/GSE20181: AUC=0.2998 (n=154, pos=110, feat=1001)
2026-04-06 14:04:12,006 [INFO]   quantile/GSE20194: AUC=0.9497 (n=278, pos=56, feat=1001)
2026-04-06 14:04:30,331 [INFO]   quantile/GSE20271: AUC=0.7657 (n=178, pos=26, feat=1001)
2026-04-06 14:04:49,066 [INFO]   quantile/GSE21974: AUC=0.6581 (n=57, pos=18, feat=1001)
2026-04-06 14:05:08,569 [INFO]   quantile/GSE22093: AUC=0.7034 (n=97, pos=28, feat=1001)
2026-04-06 14:05:27,814 [INFO]   quantile/GSE23988: AUC=0.9805 (n=61, pos=20, feat=1001)
2026-04-06 14:05:46,911 [INFO]   quantile/GSE25066: AUC=0.8931 (n=488, pos=99, feat=1001)
2026-04-06 14:06:06,110 [INFO]   quantile/GSE28702: AUC=0.5209 (n=83, pos=42, feat=1001)
2026-04-06 14:06:25,311 [INFO]   quantile/GSE32646: AUC=0.6536 (n=115, pos=27, feat=1001)
2026-04-06 14:06:44,130 [INFO]   quantile/GSE35640: AUC=0.6270 (n=56, pos=22, feat=1001)
2026-04-06 14:07:02,317 [INFO]   quantile/GSE37946: AUC=0.6473 (n=50, pos=27, feat=1001)
2026-04-06 14:07:20,551 [INFO]   quantile/GSE41998: AUC=0.5900 (n=206, pos=201, feat=1001)
2026-04-06 14:07:38,782 [INFO]   quantile/GSE44272: AUC=0.4413 (n=53, pos=35, feat=1001)
2026-04-06 14:07:56,935 [INFO]   quantile/GSE4779: AUC=0.9931 (n=102, pos=39, feat=1001)
2026-04-06 14:08:15,065 [INFO]   quantile/GSE48905: AUC=0.4750 (n=39, pos=15, feat=1001)
2026-04-06 14:08:33,153 [INFO]   quantile/GSE50948: AUC=0.5309 (n=156, pos=53, feat=1001)
2026-04-06 14:08:51,312 [INFO]   quantile/GSE5122: AUC=0.8396 (n=57, pos=4, feat=1001)
2026-04-06 14:09:09,401 [INFO]   quantile/GSE61676: AUC=0.5000 (n=86, pos=46, feat=1001)
2026-04-06 14:09:27,589 [INFO]   quantile/GSE62321: AUC=0.4355 (n=57, pos=26, feat=1001)
2026-04-06 14:09:45,705 [INFO]   quantile/GSE63885: AUC=0.4872 (n=68, pos=65, feat=1001)
2026-04-06 14:10:03,837 [INFO]   quantile/GSE65021: AUC=0.6272 (n=40, pos=31, feat=1001)
2026-04-06 14:10:21,935 [INFO]   quantile/GSE66999: AUC=0.5238 (n=76, pos=70, feat=1001)
2026-04-06 14:10:39,953 [INFO]   quantile/GSE6861: AUC=0.8780 (n=161, pos=66, feat=1001)
2026-04-06 14:10:57,983 [INFO]   quantile/GSE68871: AUC=0.5572 (n=118, pos=97, feat=1001)
2026-04-06 14:11:16,006 [INFO]   quantile/GSE72970: AUC=0.5191 (n=124, pos=63, feat=1001)
2026-04-06 14:11:34,039 [INFO]   quantile/GSE73578: AUC=0.5772 (n=63, pos=40, feat=1001)
2026-04-06 14:11:52,135 [INFO]   quantile/GSE76360: AUC=0.5510 (n=96, pos=66, feat=1001)
2026-04-06 14:12:10,133 [INFO]   quantile/GSE82172: AUC=0.5009 (n=152, pos=21, feat=1001)
2026-04-06 14:12:28,116 [INFO]   quantile/GSE8970: AUC=0.5858 (n=26, pos=13, feat=1001)
2026-04-06 14:12:46,214 [INFO]   quantile/GSE9782: AUC=0.4218 (n=312, pos=180, feat=1001)
2026-04-06 14:13:04,195 [INFO]   quantile/ISPY2: AUC=0.5073 (n=988, pos=319, feat=1001)
2026-04-06 14:13:04,195 [INFO]   → quantile: Mean AUC = 0.6027 (733s)
2026-04-06 14:13:04,206 [INFO] 
Saved per-dataset results: /Users/marinaesteban-medina/Desktop/INVEREX/inverex-mvp/results/leakage_free/leakage_free_retrain_comparison.tsv
2026-04-06 14:13:04,208 [INFO] 
======================================================================
2026-04-06 14:13:04,208 [INFO] SUMMARY: Leakage-free batch correction comparison
2026-04-06 14:13:04,208 [INFO] ======================================================================
2026-04-06 14:13:04,208 [INFO]   leaked_combat              AUC = 0.6660 ± 0.2462  (median=0.6159, n=40)
2026-04-06 14:13:04,208 [INFO]   quantile                   AUC = 0.6027 ± 0.1657  (median=0.5604, n=40)
2026-04-06 14:13:04,209 [INFO]   rank                       AUC = 0.5952 ± 0.1694  (median=0.5646, n=40)
2026-04-06 14:13:04,209 [INFO]   none                       AUC = 0.5880 ± 0.1710  (median=0.5604, n=40)
2026-04-06 14:13:04,209 [INFO]   frozen_combat              AUC = 0.5772 ± 0.1905  (median=0.5114, n=40)
2026-04-06 14:13:04,209 [INFO]   reference_anchored         AUC = 0.5767 ± 0.1910  (median=0.5080, n=40)
2026-04-06 14:13:04,209 [INFO] 
Done. Results in /Users/marinaesteban-medina/Desktop/INVEREX/inverex-mvp/results/leakage_free/
