correction_method	mean	std	median	min	max	count
leaked_combat	0.6659667205896783	0.2462136226327721	0.6158621985379518	0.07568238213399503	1.0	40
quantile	0.602671720297361	0.16572750727229144	0.5604387929004475	0.29979338842975206	0.993080993080993	40
rank	0.5952230065298442	0.16937961809078664	0.564640974967062	0.3245867768595041	0.9902319902319903	40
none	0.58799720351545	0.17095984756797722	0.5604142469996128	0.23076923076923078	0.9967439967439967	40
frozen_combat	0.5771796205266965	0.19050572733361001	0.5113755729564553	0.14871794871794872	0.9995929995929996	40
reference_anchored	0.5766956728268461	0.19098892384165136	0.5080333269671505	0.14871794871794872	0.9995929995929996	40
