feature	mean_abs_shap	mean_shap	category	direction
GNAI1	0.0046565349731324856	-0.0001503680709381881	gene_expression	resistance
DRAP1	0.0046228399139029205	0.0005601503968008766	gene_expression	response
KEAP1	0.004615351813455543	6.290870850259626e-05	gene_expression	response
TERF2IP	0.004608081974724459	-0.0002616720354256084	gene_expression	resistance
SMAD3	0.0046065407288864105	0.00034770030923939575	gene_expression	response
HTRA1	0.00457683106208758	-0.000288906945943574	gene_expression	resistance
MUC1	0.004571186673341267	0.0006417160963896223	gene_expression	response
STX4	0.00456435727888295	3.129793407120933e-07	gene_expression	response
GSTZ1	0.004560898196602639	-0.0002544583078727111	gene_expression	resistance
CNDP2	0.004549537935560792	-0.0001944251070473568	gene_expression	resistance
CHMP6	0.00453755097784306	0.00017491739594707658	gene_expression	response
ADI1	0.004514487252279497	0.0002043790252985186	gene_expression	response
EPN2	0.004508433915103722	9.589647797100402e-05	gene_expression	response
CDKN1A	0.0044908120119190945	-0.0003169085854731071	gene_expression	resistance
MKNK1	0.004481112630166278	0.00013728701152096058	gene_expression	response
TMEM110	0.004471243599982165	8.309583973671102e-05	gene_expression	response
CCNA2	0.00445662064122586	3.7236858167631115e-05	gene_expression	response
KIF14	0.004442558583694364	0.00029676989166897363	gene_expression	response
SESN1	0.00442661305978813	0.0003201260791188592	gene_expression	response
RAB31	0.004407296898885618	0.00035137971600226727	gene_expression	response
TP53	0.004404361718308541	-3.706390096313913e-05	gene_expression	resistance
TRIB3	0.004394790660095488	-0.0002706531352837129	gene_expression	resistance
singscore_Pperoxisome	0.0043786913282633485	-0.0003444080777723291	singscore_pathway	resistance
TRIB1	0.0043784841129478405	4.3162439064517556e-05	gene_expression	response
NFIL3	0.004360927167976346	-5.4405396142907335e-05	gene_expression	resistance
ERBB2	0.004355498718531446	0.0007088661106364529	gene_expression	response
SUZ12	0.004354883937181505	0.0002636413285961176	gene_expression	response
TCTA	0.004343232655562358	-0.0002081918790449465	gene_expression	resistance
UGDH	0.0043430496842315845	0.00019159661680713172	gene_expression	response
BNIP3L	0.004338616569020239	0.00013304434317741451	gene_expression	response
PRKCH	0.004332507284566429	-0.00016877429431823282	gene_expression	resistance
singscore_Myc Targets V1	0.004306473450606186	-0.0008612205510138578	singscore_pathway	resistance
TLK2	0.004283012000871727	-0.00013149971894337525	gene_expression	resistance
CGRRF1	0.004274434712120927	-0.000182887542856934	gene_expression	resistance
NOS3	0.004239446967420836	-0.00024797344100264794	gene_expression	resistance
EPRS	0.0042067245119736885	0.00042077269668464636	gene_expression	response
RAB11FIP2	0.004205804256372422	0.0001868496636821379	gene_expression	response
HMGCR	0.004181029864993711	-0.0003990429112197657	gene_expression	resistance
FEZ2	0.004171567728245866	-8.986751406947591e-05	gene_expression	resistance
VDAC1	0.00416839329811722	-0.00022952049405058965	gene_expression	resistance
CHIC2	0.0041683476841179075	-0.00035131192304088834	gene_expression	resistance
NGRN	0.004162751595323188	0.0003790302105789136	gene_expression	response
SKP1	0.00411780616789724	4.516548259264181e-05	gene_expression	response
TRIM2	0.004109670078395871	0.0004248715218690349	gene_expression	response
TATDN2	0.004103361687055269	-8.413638200694204e-05	gene_expression	resistance
singscore_DNA Repair	0.004098546079655061	0.00046065163920513497	singscore_pathway	response
CDKN1B	0.0040969099151974666	0.0002661656941732556	gene_expression	response
PPP2R5A	0.004094621477109618	-3.2063584613569266e-05	gene_expression	resistance
ATP6V1D	0.004089364822886529	0.0002882748563435464	gene_expression	response
GAA	0.004087520237580098	0.00025317133836873126	gene_expression	response
KIF20A	0.004076560587676575	0.00037306709052665473	gene_expression	response
ABHD4	0.004066084845744984	-0.0002802541777977381	gene_expression	resistance
TP53BP2	0.004063555593457405	-0.00012116183938198392	gene_expression	resistance
SCCPDH	0.004061642733504114	-0.0001990088407549117	gene_expression	resistance
YME1L1	0.004058306378554323	-0.00022547849031150368	gene_expression	resistance
DYRK3	0.004052652751494879	5.998020911150029e-05	gene_expression	response
SHC1	0.004037982487407906	-0.00048613223510605237	gene_expression	resistance
STAT3	0.004025145875312206	-6.551679101014534e-05	gene_expression	resistance
PSRC1	0.0040191811601761225	0.0003926142405801122	gene_expression	response
ATP1B1	0.004007722025371811	0.0001944100632416166	gene_expression	response
CPSF4	0.003987402521244715	0.00021357843032499324	gene_expression	response
FDFT1	0.003981813236384755	0.00022951788353085397	gene_expression	response
CBR1	0.003980303438593497	-5.144766396794861e-05	gene_expression	resistance
TIAM1	0.003970476964298781	7.07841787200039e-05	gene_expression	response
NT5DC2	0.00397021228279766	0.0002790096501336418	gene_expression	response
NFATC4	0.003960949700295458	-0.00013406723828796938	gene_expression	resistance
MLEC	0.003930169798331788	-0.00020337138656146092	gene_expression	resistance
PDLIM1	0.003922227327897523	-0.00032609444537882044	gene_expression	resistance
TBC1D9B	0.003918668960352579	0.00030405090561765025	gene_expression	response
PPIE	0.003915974401491079	-8.361038869103904e-05	gene_expression	resistance
UFM1	0.003909758454908223	0.00032895393231963566	gene_expression	response
PCMT1	0.003889744187320855	-9.22908813004824e-05	gene_expression	resistance
ABCF3	0.003888294476205434	-9.17371931486991e-06	gene_expression	resistance
TPM1	0.003885098654278005	0.0002848225864694017	gene_expression	response
HERC6	0.003874239723970035	0.000723688847318117	gene_expression	response
DPH2	0.0038515300238042257	-0.0005071827102808055	gene_expression	resistance
S100A13	0.00385145180078945	-0.00026544363770599345	gene_expression	resistance
CCDC86	0.0038487979015194946	6.315386411273869e-05	gene_expression	response
CD44	0.0038275875443624877	-0.000352260784299671	gene_expression	resistance
CYCS	0.0037797319674542015	0.00012140931783051743	gene_expression	response
SPAG7	0.0037664815637999454	-0.00027265446331656366	gene_expression	resistance
BZW2	0.003762435945390941	0.00017611804535384412	gene_expression	response
EDN1	0.003742515358427122	-0.00027229495192323974	gene_expression	resistance
P4HTM	0.003728817362685208	0.00042486088200198934	gene_expression	response
PRKAG2	0.00372389076954616	1.0970358047803783e-05	gene_expression	response
singscore_Apoptosis	0.0037187103643892966	0.0002923003018910793	singscore_pathway	response
DUSP22	0.0037184029809198132	0.00029214180335059513	gene_expression	response
PMAIP1	0.003696722641458791	-7.231191454993378e-05	gene_expression	resistance
GALE	0.0036961368653995654	-0.00033836974351317067	gene_expression	resistance
TOPBP1	0.0036954804568230604	0.00018017067129320072	gene_expression	response
GLI2	0.0036917357947169787	0.0006495941225803318	gene_expression	response
MTHFD2	0.0036722213492400265	0.0004976280907639404	gene_expression	response
singscore_Estrogen Response Early	0.0036593768714547107	-0.00024946107731791615	singscore_pathway	resistance
CRK	0.0036572635964665493	0.0004249350127073138	gene_expression	response
MAT2A	0.0036558549317980368	-1.620801198543362e-05	gene_expression	resistance
CDCA4	0.003650494132298091	-0.0005380003989899903	gene_expression	resistance
SYNE2	0.0036389909805179914	2.4676384619490983e-05	gene_expression	response
singscore_Complement	0.003633996241199908	-0.00023553740833372213	singscore_pathway	resistance
RNF167	0.0036226332942465057	0.00029064127896902573	gene_expression	response
GNAI2	0.0036189511908957263	-0.00028847997301570237	gene_expression	resistance
RRAGA	0.003616018166457283	0.0003471845997364934	gene_expression	response
SENP6	0.0036112379368676735	0.00012966217838653694	gene_expression	response
SLC2A6	0.00360923599882548	-9.838998356604274e-06	gene_expression	resistance
TMCO1	0.0036030004926525163	0.0006040729367182905	gene_expression	response
STK25	0.0035973369997479385	-3.611665463761319e-05	gene_expression	resistance
KIAA0753	0.0035955209879739583	1.5130276223964689e-05	gene_expression	response
KIAA0100	0.0035944431804616427	0.000509406274163639	gene_expression	response
singscore_Angiogenesis	0.0035842006793272625	-0.0004586007029002813	singscore_pathway	resistance
ABHD6	0.003563822950856524	0.00016370420796609216	gene_expression	response
ENOPH1	0.0035601774892179703	8.781562906030631e-05	gene_expression	response
POLR2I	0.0035596580004732883	0.0002159726583182503	gene_expression	response
GATA2	0.0035520243951325655	-0.000150148914776296	gene_expression	resistance
MLLT11	0.0035365979003442187	0.00016922795265088427	gene_expression	response
GLRX	0.003512587376970728	-0.0002322975981190614	gene_expression	resistance
WRB	0.003508941302937608	-0.00048825473918543034	gene_expression	resistance
EVL	0.0034981709866964594	0.00046247434084380684	gene_expression	response
MEST	0.003475229616546778	3.080167818384115e-05	gene_expression	response
SLC35A3	0.003469500404725365	-0.0002267657277953793	gene_expression	resistance
RPS6	0.003444317700931853	-0.0001615744428683769	gene_expression	resistance
singscore_Androgen Response	0.0034257167732534605	-0.00034749638106452003	singscore_pathway	resistance
PYCR1	0.003419028967738355	-5.337492978602947e-05	gene_expression	resistance
BCL7B	0.003416467810549978	0.0003964243190728705	gene_expression	response
TIPARP	0.003415906603694557	-6.966208031195507e-05	gene_expression	resistance
LAMA3	0.0033860410719970496	3.0192818618375508e-05	gene_expression	response
CAB39	0.0033831802482965937	-9.13888219955896e-06	gene_expression	resistance
TESK1	0.0033751688795613933	7.589339263839782e-07	gene_expression	response
BPHL	0.003374075052481033	6.935536999769488e-05	gene_expression	response
NUP88	0.0033727774701523805	-9.086181099961597e-05	gene_expression	resistance
DCTD	0.003371424317036066	-0.00013161472493219902	gene_expression	resistance
MCOLN1	0.003356533906114748	-0.00023536125335065798	gene_expression	resistance
FSD1	0.0033514009363584045	-0.0001046433544660755	gene_expression	resistance
singscore_Epithelial Mesenchymal Transition	0.0033491277708635105	-0.0006455898800558999	singscore_pathway	resistance
ATG3	0.0033485643639675935	-0.0001793665468578146	gene_expression	resistance
CRKL	0.003328043114780444	-0.00014726063760170518	gene_expression	resistance
singscore_Xenobiotic Metabolism	0.0033267250260837046	-9.75682589871953e-05	singscore_pathway	resistance
PCBD1	0.0033243865697433045	6.689600035395123e-05	gene_expression	response
EBNA1BP2	0.003323472365271486	-9.882606827953551e-05	gene_expression	resistance
EGF	0.0033232315751318625	0.00027143101914775547	gene_expression	response
PARP2	0.0033190070616045293	-0.00012116692620490104	gene_expression	resistance
G3BP1	0.003317935542119416	7.236636119650172e-05	gene_expression	response
ITGB5	0.003308203445794478	5.170488349456918e-05	gene_expression	response
ARID4B	0.003307792371164402	-0.00018006653101698767	gene_expression	resistance
KLHL21	0.003304510258020152	-6.613492313487764e-05	gene_expression	resistance
MMP2	0.0033014124226200857	-0.0002539976286546022	gene_expression	resistance
LAP3	0.003281182564215992	0.0004086584455631789	gene_expression	response
singscore_TNF-alpha Signaling via NF-kB	0.0032768164301680493	0.0005373680593859749	singscore_pathway	response
CLTC	0.0032726583186609625	9.667088410044019e-05	gene_expression	response
CNOT4	0.0032700120294921298	0.0001648520231888851	gene_expression	response
CCDC85B	0.0032690374048573376	-0.0002826080173294368	gene_expression	resistance
NNT	0.0032647699262819264	-0.00012434662637186416	gene_expression	resistance
CDK5R1	0.0032582665290031613	2.42476910456008e-05	gene_expression	response
TLE1	0.0032551727411484254	0.0007096798533428336	gene_expression	response
ZNF274	0.003253133903526891	-0.0001388280330128172	gene_expression	resistance
SMARCD2	0.003244377148984454	-2.296191771834489e-05	gene_expression	resistance
CCNB2	0.0032430602999409816	0.00016343133400719496	gene_expression	response
YKT6	0.0032426228012926318	-0.0002907843512204029	gene_expression	resistance
CASC3	0.003236709567393922	0.00013676567234767237	gene_expression	response
PIGB	0.00323659957314067	0.0003264764985674969	gene_expression	response
RAD9A	0.003220573640985293	0.00019124821509477113	gene_expression	response
CSNK1A1	0.0032129792816936197	6.739028187842589e-05	gene_expression	response
RBM15B	0.003204397202336896	-4.316452011792951e-05	gene_expression	resistance
NOSIP	0.003201130878963348	0.0001042235256873344	gene_expression	response
TMEM109	0.003185229653856195	2.9796676481072227e-05	gene_expression	response
EGFR	0.003184295994838537	-4.858361868784853e-05	gene_expression	resistance
SERPINE1	0.003181889414550593	0.00014284186404915498	gene_expression	response
FHL2	0.0031796617323253513	0.0002177822017259664	gene_expression	response
SQSTM1	0.003170785842240809	0.00032609712255259174	gene_expression	response
BDH1	0.0031690513520555258	0.0001883655658986562	gene_expression	response
DNAJC15	0.003167511812991591	5.3775295803048965e-05	gene_expression	response
DCK	0.003157157314528974	-0.00012715450674444457	gene_expression	resistance
EML3	0.0031449951842302884	0.00017572322947209543	gene_expression	response
POLD4	0.003132209125560612	-9.672296345924805e-05	gene_expression	resistance
RRP12	0.0031310416088323814	9.226653947700104e-05	gene_expression	response
ARHGEF12	0.003125744027687003	6.897247088751831e-05	gene_expression	response
PIH1D1	0.0031247302518136793	0.00026426993812383185	gene_expression	response
BAX	0.0031133083323393847	-5.610797791148656e-06	gene_expression	resistance
HYOU1	0.00310783092760011	1.1481675307951422e-05	gene_expression	response
STUB1	0.0030996107414692667	-0.00040592347765489213	gene_expression	resistance
CETN3	0.0030978803921956673	0.0007954158826281585	gene_expression	response
FAM20B	0.0030838291186058198	0.00026548633613546104	gene_expression	response
CDC25A	0.0030779945891380046	-3.6446016723440276e-05	gene_expression	resistance
BLCAP	0.0030662721022032616	0.00016562853103156014	gene_expression	response
PGAM1	0.0030640979570904256	-0.00012859729202728163	gene_expression	resistance
APOE	0.0030584273964432405	4.9960022221531516e-05	gene_expression	response
ELAVL1	0.0030579142640675223	0.0001508353941606304	gene_expression	response
PHKB	0.0030413858515340817	-0.00021844638343973625	gene_expression	resistance
EAPP	0.0030175814565460476	5.237319236197085e-05	gene_expression	response
LPAR2	0.003010898487694389	-0.0003725637517000596	gene_expression	resistance
PNKP	0.0029998332016958084	0.0004518095470064894	gene_expression	response
DSG2	0.0029962448683698976	0.00015464263487764818	gene_expression	response
TP53BP1	0.002996188287528396	-0.00021679010359503895	gene_expression	resistance
ERBB3	0.0029825716881319245	0.0003374326824192161	gene_expression	response
HS2ST1	0.0029643088742287997	0.0002761769105752572	gene_expression	response
TCEA2	0.0029632028663361173	4.400339152244432e-05	gene_expression	response
IGHMBP2	0.0029494626860180942	-0.0002497197036787915	gene_expression	resistance
CSNK2A2	0.002947929391307339	-0.00014665485526108355	gene_expression	resistance
RFC5	0.0029452108084033605	3.3033811245746815e-05	gene_expression	response
ATP6V0B	0.0029421562807031934	-0.0005527475201551273	gene_expression	resistance
OXSR1	0.002910274992837581	-0.00020364853080220445	gene_expression	resistance
SLC35A1	0.0028731735018529205	0.00030436664292906153	gene_expression	response
PPP2R3C	0.0028677684290643103	-5.582205648856931e-05	gene_expression	resistance
ETS1	0.0028528508892369667	1.3129118450049398e-05	gene_expression	response
TWF2	0.0028516629746108213	0.0006649646872917524	gene_expression	response
PECR	0.002847656821659285	-6.98389322615367e-05	gene_expression	resistance
MIF	0.002836612265449799	-0.00014383689743234732	gene_expression	resistance
DMTF1	0.002827023617877504	0.00042505030062095934	gene_expression	response
SLC25A14	0.0028235068436606794	0.00017672224711844597	gene_expression	response
TBX2	0.0028025344025616283	-4.060203859772009e-05	gene_expression	resistance
CIAPIN1	0.0028003106583845173	0.000258098189290427	gene_expression	response
AXIN1	0.0027933179516112733	-0.0002865862509544744	gene_expression	resistance
singscore_UV Response Up	0.002780030126109043	-0.00047498035193271437	singscore_pathway	resistance
SLC35F2	0.0027718283016617534	0.000139287650956788	gene_expression	response
ATF5	0.002748315681132708	-0.00012620098552141697	gene_expression	resistance
NPDC1	0.0027400918590861287	0.00033600352860490526	gene_expression	response
RGS2	0.0027356669702252243	-0.000188312886448278	gene_expression	resistance
C5	0.002734334092412769	-4.1964850950228515e-05	gene_expression	resistance
MAN2B1	0.002733482499326763	-0.00025554802771871076	gene_expression	resistance
HPRT1	0.0027265741126763663	0.00010171623011611628	gene_expression	response
USP14	0.002724148255795145	-1.2305610688304184e-05	gene_expression	resistance
FYN	0.002718329401761149	-9.958277606135782e-05	gene_expression	resistance
SMARCC1	0.002714649212367495	-0.00017812396956619778	gene_expression	resistance
NFKBIB	0.0027087031485322583	0.0001443203447839588	gene_expression	response
RRS1	0.0027019660291230747	-0.00020549347729442342	gene_expression	resistance
DNMT3A	0.002696341239768918	-0.00013628064980215782	gene_expression	resistance
ILK	0.0026866486990207604	3.249720465543515e-05	gene_expression	response
ASAH1	0.002685875876904598	0.0001689652782860183	gene_expression	response
NUDCD3	0.002677047413353549	-0.0001090805342226309	gene_expression	resistance
FBXO21	0.0026763699215860914	0.0003353946386057201	gene_expression	response
PSMD10	0.0026718766237339604	2.171544893620346e-05	gene_expression	response
singscore_UV Response Dn	0.0026604918736518085	7.513170990236089e-06	singscore_pathway	response
FZD7	0.002653517037438392	0.00029844726150591563	gene_expression	response
GABPB1	0.002649281937843881	0.0001604768253090822	gene_expression	response
SCP2	0.0026390223683456604	-5.9827415128798905e-05	gene_expression	resistance
ARHGEF2	0.002637105783654361	-5.417392766479307e-06	gene_expression	resistance
ATP11B	0.0026360839239826976	-0.00021240643960444906	gene_expression	resistance
FAIM	0.0026299628975922397	-0.0001805402252286783	gene_expression	resistance
GNB5	0.0026283145159462294	-1.1361877043660033e-05	gene_expression	resistance
HDAC2	0.0026235897974174723	6.173117308322593e-05	gene_expression	response
SCARB1	0.002615082002564894	0.00032024127121304727	gene_expression	response
MAPK9	0.002611931984865829	-6.58300492884003e-05	gene_expression	resistance
CDH3	0.0026053282296500833	0.0003805705539849072	gene_expression	response
NARFL	0.002597040705633299	-0.00010239918626554846	gene_expression	resistance
AURKA	0.0025847127746081006	-0.00037334985342721836	gene_expression	resistance
BUB1B	0.0025804536099088052	-0.00034237107916714404	gene_expression	resistance
APP	0.0025787100063632347	9.03683247362712e-06	gene_expression	response
NIPSNAP1	0.002571480657796002	0.0004977338832169585	gene_expression	response
SNX7	0.0025599224257871734	-6.223833238546909e-05	gene_expression	resistance
SPTLC2	0.0025546417116936496	0.00043758779749091854	gene_expression	response
CBR3	0.002547605047629424	4.978385888789876e-05	gene_expression	response
GAPDH	0.0025440620367955867	7.38882166463487e-05	gene_expression	response
PAFAH1B3	0.0025179690994037614	-0.00039826062121029436	gene_expression	resistance
PTK2	0.00250405481415304	0.0001308147535229995	gene_expression	response
PIK3C2B	0.0024931574224977293	-8.241720850345497e-05	gene_expression	resistance
ADH5	0.0024855917568312354	0.00011483527193000015	gene_expression	response
IGFBP3	0.0024791993686483897	0.0002468460813198704	gene_expression	response
MPZL1	0.0024744520333801583	-0.00020413967483852354	gene_expression	resistance
AGL	0.002463205037200277	0.00012140016176169694	gene_expression	response
TSTA3	0.002448696691222606	-0.0003484357193262719	gene_expression	resistance
AKR7A2	0.0024422655750599995	3.371753609270889e-05	gene_expression	response
SLC25A13	0.0024392152576905336	-2.0655881754274347e-05	gene_expression	resistance
ATP2C1	0.0024360381045635754	0.0002286214704177925	gene_expression	response
SYNGR3	0.0024299439709139603	0.00016185205923027483	gene_expression	response
ELAC2	0.0024287842309524492	0.00018765378201440487	gene_expression	response
MYCBP2	0.002421026563973934	8.312550989720843e-05	gene_expression	response
PRKX	0.002415286067678509	0.00020062546709284475	gene_expression	response
XPNPEP1	0.002409958974841041	1.4417661057139988e-05	gene_expression	response
CDKN2A	0.0024061555927714215	-0.0003632191084703202	gene_expression	resistance
ARNT2	0.002405752019934684	0.00014497989839302327	gene_expression	response
E2F2	0.0024020756323240174	-0.00014513908390085246	gene_expression	resistance
CRTAP	0.0024006958451798653	-0.00041828748775949923	gene_expression	resistance
GHR	0.0023969264042766943	-4.5308471241882566e-05	gene_expression	resistance
LYRM1	0.0023910034505368696	8.671146188711531e-05	gene_expression	response
ACAT2	0.0023900615672984593	3.5034811387700495e-06	gene_expression	response
MTF2	0.0023879187214553327	0.000245142124996679	gene_expression	response
PAF1	0.002369070728436761	-5.5853406740727594e-05	gene_expression	resistance
BIRC2	0.002366531887403362	0.00023564304652241765	gene_expression	response
NCOA3	0.0023635445416677085	0.0002256294689374142	gene_expression	response
TSKU	0.0023557731812137907	-7.139376749460606e-05	gene_expression	resistance
ST6GALNAC2	0.0023498531929019924	4.2115014731821177e-05	gene_expression	response
RAB21	0.0023498484719933935	-0.0003555163114921942	gene_expression	resistance
RFC2	0.002347627204238223	0.00018169023731458658	gene_expression	response
SNCA	0.0023372088682703943	0.00015882303890050166	gene_expression	response
SPR	0.002334083130962907	5.746922847051394e-05	gene_expression	response
RAB4A	0.0023313957565162784	-8.865836938025066e-05	gene_expression	resistance
VAT1	0.0023309539433777867	0.00026259633084944	gene_expression	response
PLOD3	0.0023278054737114573	-0.0001479605034999074	gene_expression	resistance
DUSP14	0.0023261710366048512	2.0984072198704685e-05	gene_expression	response
SUPV3L1	0.0023234705224480503	1.7588839710552002e-05	gene_expression	response
CIRBP	0.002314287793529385	-0.00010681684667388781	gene_expression	resistance
METRN	0.0023132824269314796	-0.00048334838323970547	gene_expression	resistance
singscore_heme Metabolism	0.0023046222606837937	-2.150807487206079e-05	singscore_pathway	resistance
PDS5A	0.002301732630330504	-0.0001972142087997738	gene_expression	resistance
HMG20B	0.002278137563225932	-0.000293275600748284	gene_expression	resistance
RAD51C	0.0022716113389104537	-1.4951876125799547e-05	gene_expression	resistance
CDC25B	0.0022708397897470774	0.0002586137677206154	gene_expression	response
ETV1	0.0022639403533429516	-2.3266604237591967e-06	gene_expression	resistance
RSU1	0.0022551394153094233	-3.6527217849271504e-05	gene_expression	resistance
ZNF395	0.0022504149449107166	4.450161573993217e-05	gene_expression	response
DDB2	0.002240877258635279	2.999159041400178e-05	gene_expression	response
FAS	0.002231201540584064	3.6699321087220704e-05	gene_expression	response
LRPAP1	0.0022279541085009915	-3.1692388897090374e-05	gene_expression	resistance
LIG1	0.002223461576198717	7.506385371887848e-05	gene_expression	response
GSTM2	0.0022233160899757113	0.00023392759018292194	gene_expression	response
HSPA4	0.0022166951202776683	0.00010650327523432433	gene_expression	response
FKBP14	0.0022077460138430595	2.1545116868353693e-05	gene_expression	response
FCHO1	0.002206357377810255	-0.0002855963229437626	gene_expression	resistance
NFKBIA	0.0022039638142839764	5.137094628927808e-06	gene_expression	response
CRYZ	0.0021998792211361936	-0.00020703429996798585	gene_expression	resistance
PIK3CA	0.0021962335702699516	0.0004344326778654545	gene_expression	response
TRAPPC3	0.0021897051469231695	0.0003222838213023199	gene_expression	response
POLB	0.002188920844726606	1.2067033869245674e-06	gene_expression	response
PTPRK	0.0021667347620072945	-0.000335603389431029	gene_expression	resistance
NR1H2	0.0021561321856505607	-0.00014964271064659324	gene_expression	resistance
ANO10	0.0021528713021615217	-5.6777343403687595e-05	gene_expression	resistance
HOXA5	0.002138095597551578	3.473627791296264e-05	gene_expression	response
CXCL2	0.0021366903324860544	-4.9896412714251525e-05	gene_expression	resistance
RPS6KA1	0.0021330633158000846	8.589848483175864e-05	gene_expression	response
TMEM2	0.002112328553668743	-0.00015715465379467165	gene_expression	resistance
CLSTN1	0.002110790059276514	-5.282159664702394e-05	gene_expression	resistance
singscore_p53 Pathway	0.0020957513130187627	7.431591147293106e-05	singscore_pathway	response
CAPN1	0.0020927221722765736	-0.0001191435373307405	gene_expression	resistance
TERT	0.002074447980822033	4.81733087311432e-05	gene_expression	response
ALDH7A1	0.0020637155654268493	0.00023856019983054967	gene_expression	response
NFKB2	0.002062480299311944	4.901454354366437e-05	gene_expression	response
PRR7	0.0020506919095588947	-7.273524465734735e-05	gene_expression	resistance
TMEM50A	0.0020484729194310603	9.501555182310876e-06	gene_expression	response
PPOX	0.002046308682357158	-0.00018063745270418809	gene_expression	resistance
BCL2	0.0020399871708918146	-3.0894740702668965e-05	gene_expression	resistance
PCM1	0.0020321124917294913	-4.646151369617147e-05	gene_expression	resistance
GADD45B	0.002024425207616866	-0.00010104544873924828	gene_expression	resistance
BTK	0.0020208052692187997	0.00010499274434978952	gene_expression	response
PTK2B	0.002005794973194771	-4.248541746626201e-05	gene_expression	resistance
RFNG	0.002004623038003472	-4.603132031597602e-05	gene_expression	resistance
SGCB	0.0019998882290324805	-3.685996232868151e-05	gene_expression	resistance
IER3	0.0019957191102675034	-8.037318722069539e-06	gene_expression	resistance
DUSP11	0.0019862626402438106	0.00021877509163999794	gene_expression	response
PRSS23	0.0019845203520911696	7.193897254583222e-06	gene_expression	response
FAM57A	0.0019838401540655166	-3.6437596046043485e-05	gene_expression	resistance
CXCR4	0.00198251030793582	0.00030614095320588797	gene_expression	response
GADD45A	0.001981697382186219	2.2492029597572566e-06	gene_expression	response
XPO7	0.0019730377672032753	0.00010198769394290678	gene_expression	response
BAD	0.001970419123121259	1.6983395667019144e-05	gene_expression	response
DNAJB6	0.001968456890277285	5.680306293393876e-05	gene_expression	response
C2CD2	0.0019646219196607193	0.0001416282355577315	gene_expression	response
PWP1	0.0019637120950136105	0.0002685180130851057	gene_expression	response
SMNDC1	0.001952489120153163	-0.0002375445960532148	gene_expression	resistance
H2AFV	0.001943963740202338	0.00023490920451345673	gene_expression	response
RHEB	0.0019394854222417194	4.63558342819729e-05	gene_expression	response
NISCH	0.0019371108218333081	0.00010254335090287113	gene_expression	response
ENOSF1	0.0019325723086561588	-0.00026828154990467024	gene_expression	resistance
PAICS	0.0019193473197020173	2.7522105755309344e-05	gene_expression	response
COASY	0.0019191770506986556	3.939264682489848e-05	gene_expression	response
CPNE3	0.0019175821609105743	-0.00013912459313703983	gene_expression	resistance
PAK6	0.0019135405298842136	0.00011472729562998021	gene_expression	response
THAP11	0.0018927185435579118	6.23544033056121e-05	gene_expression	response
FKBP4	0.0018864712593510721	-0.00023392572854769934	gene_expression	resistance
REEP5	0.0018800698897534279	0.00031982682677753066	gene_expression	response
PRCP	0.0018781321170849453	-0.00013094704592243338	gene_expression	resistance
DCUN1D4	0.0018621192873979771	-1.0968266067859865e-05	gene_expression	resistance
SPRED2	0.001858886754960195	-1.8925047159676046e-05	gene_expression	resistance
PMM2	0.001857690429279409	0.0001633952140797499	gene_expression	response
ISOC1	0.0018565260154912347	-0.00026720203702899654	gene_expression	resistance
CASP10	0.0018560170852704508	-4.3424350663950544e-05	gene_expression	resistance
TM9SF2	0.001855375982173365	6.881009800783789e-05	gene_expression	response
STAT5B	0.0018430456687718133	0.00011794400291247066	gene_expression	response
TSC22D3	0.0018307316102523456	-5.981157874963433e-05	gene_expression	resistance
PLP2	0.0018258976494267744	6.870315562455945e-05	gene_expression	response
GTPBP8	0.0018233642622814347	-0.00010203503920967055	gene_expression	resistance
VGLL4	0.0018204597761219503	5.9987398216002186e-05	gene_expression	response
UBE2C	0.0018144239115759622	-0.00015955841981647083	gene_expression	resistance
RALB	0.0017898008584563343	-0.00022140707001452558	gene_expression	resistance
IFRD2	0.0017875976961332313	0.00019022885839736027	gene_expression	response
PTPN1	0.001782736692363537	-0.00010456200912047347	gene_expression	resistance
ZNF589	0.0017791197009050348	-0.00019218713073554231	gene_expression	resistance
SPTAN1	0.0017760638770387253	-0.00014567236736450815	gene_expression	resistance
COG4	0.0017752531413979737	7.651848914484908e-05	gene_expression	response
WDR61	0.0017565637802744224	-0.0001193055143785339	gene_expression	resistance
MRPL12	0.0017539504781213103	-1.4186081293502794e-05	gene_expression	resistance
SNX13	0.0017524617407798804	-0.00015158364964254186	gene_expression	resistance
MICALL1	0.001743623712913089	3.62776345690298e-05	gene_expression	response
GNAS	0.0017401180718921508	7.436889790159057e-06	gene_expression	response
GRN	0.0017388345271186158	-0.00010642675528554213	gene_expression	resistance
GTF2A2	0.0017374335897553934	2.1696120020016437e-05	gene_expression	response
EIF4G1	0.001726999701844968	-0.0003735759217101483	gene_expression	resistance
HIST2H2BE	0.0017068145245953226	0.00019990276698154426	gene_expression	response
FGFR2	0.0016986623743088403	0.0001634687642524175	gene_expression	response
LRRC41	0.0016969771550007348	3.72153500806003e-05	gene_expression	response
PPARD	0.001685948266959864	5.767607251043782e-05	gene_expression	response
ZDHHC6	0.0016840687741199176	-0.00013052263611212025	gene_expression	resistance
PAX8	0.001668939661521325	-4.235667615297741e-05	gene_expression	resistance
DDX10	0.0016505107454817367	4.1006985652773376e-05	gene_expression	response
LSM5	0.0016411513346555823	0.0001267542841583808	gene_expression	response
