config	mean_auc	median_auc	std_auc	min_auc	max_auc	n_folds	n_features
E_full_combat	0.7612324697457005	0.9782738095238095	0.27274194976513166	0.016915422885572136	1.0	40	256
A_genes_only	0.6100638279188338	0.5688962798718896	0.15231956766392268	0.3384615384615385	0.9914529914529914	40	212
B_genes_ssgsea	0.603436158478241	0.5629105240110932	0.14404127946967005	0.3566115702479339	0.9849409849409849	40	246
D_genes_ssgsea_progeny	0.603436158478241	0.5629105240110932	0.14404127946967005	0.3566115702479339	0.9849409849409849	40	246
