config	mean	std	median	min	max	count
leaked_all_labels	0.7673400875509555	0.2660956067186861	0.9750217770034844	0.02388059701492537	1.0	40
combat_no_labels	0.6044757527656353	0.1690573450195555	0.5862638533674339	0.21538461538461542	0.9967439967439967	40
quantile	0.5937590767318178	0.1582495095528586	0.5438195202847551	0.32520661157024794	0.9869759869759869	40
supervised_two_step	0.5674448711814668	0.11419902604180307	0.5787313432835821	0.2720588235294118	0.8402366863905325	40
supervised_mean_impute	0.5659960825289233	0.11504513990064869	0.549400198884735	0.33333333333333337	0.8402366863905326	40
