config	holdout	threshold_used	auroc	auprc	mcc	bal_acc
combat_no_labels	GSE104958	0.45999999999999996	0.571078431372549	0.4274413960054692	0.15124753549550504	0.5857843137254902
combat_no_labels	GSE109211	0.45000000000000007	0.738581146744412	0.5952829335382721	0.1683924404536825	0.5629251700680272
combat_no_labels	GSE131978	0.47	0.4941520467836258	0.4904470435221733	-0.09040246360918491	0.45614035087719296
combat_no_labels	GSE14615	0.47	0.30952380952380953	0.24951548208127156	-0.047619047619047616	0.47619047619047616
combat_no_labels	GSE14671	0.45999999999999996	0.6327913279132791	0.7760683276297752	0.15849512683373204	0.5860433604336044
combat_no_labels	GSE173263	0.45999999999999996	0.46551724137931033	0.7804468323576081	0.10242078963189225	0.5586206896551724
combat_no_labels	GSE19293	0.47	0.6443452380952381	0.6308993512116102	0.13304775209543765	0.5654761904761905
combat_no_labels	GSE20181	0.45000000000000007	0.406198347107438	0.6429810212152869	-0.27701734442577747	0.40909090909090906
combat_no_labels	GSE20194	0.45000000000000007	0.8968790218790219	0.7469386395363617	0.5776000106997398	0.7298101673101673
combat_no_labels	GSE20271	0.47	0.7158400809716599	0.3272156351400125	0.17105263157894737	0.5855263157894737
combat_no_labels	GSE21974	0.47	0.6937321937321937	0.5109163229036295	0.3379631847096873	0.6794871794871795
combat_no_labels	GSE22093	0.45999999999999996	0.6014492753623188	0.48503886826109405	-0.020964364013670758	0.4886128364389234
combat_no_labels	GSE23988	0.45999999999999996	0.9378048780487804	0.879703014341984	0.45281562764209843	0.6628048780487805
combat_no_labels	GSE25066	0.48	0.8786840123601048	0.7192768451373637	0.5146180540154034	0.7055127106540988
combat_no_labels	GSE28702	0.45000000000000007	0.4849012775842044	0.5098593508448486	-0.013434808630312055	0.49332171893147503
combat_no_labels	GSE32646	0.44000000000000006	0.7104377104377104	0.46108314208376583	0.2591001102525183	0.6515151515151515
combat_no_labels	GSE35640	0.47	0.5240641711229946	0.4108029322409704	-0.013134040459920513	0.49331550802139035
combat_no_labels	GSE37946	0.45999999999999996	0.7745571658615137	0.827906161345384	0.3641117870200835	0.6602254428341384
combat_no_labels	GSE41998	0.47	0.7154228855721393	0.9917531557061641	0.1403003483846987	0.7263681592039801
combat_no_labels	GSE44272	0.47	0.48730158730158735	0.6599176862561261	0.12046772038736682	0.5634920634920635
combat_no_labels	GSE4779	0.47	0.9967439967439967	0.9956355701036553	0.9185517026180792	0.9633699633699633
combat_no_labels	GSE48905	0.45000000000000007	0.4166666666666667	0.3451937097413894	-0.1118033988749895	0.4458333333333333
combat_no_labels	GSE50948	0.47	0.5259204982597545	0.36404039508533426	-0.012530547814423677	0.49340538560175856
combat_no_labels	GSE5122	0.45000000000000007	0.7264150943396226	0.1763157894736842	0.1830335664554446	0.6768867924528301
combat_no_labels	GSE61676	0.47	0.5	0.5348837209302325	0.0	0.5
combat_no_labels	GSE62321	0.48	0.6066997518610423	0.6228726752538547	0.06758707444866038	0.533498759305211
combat_no_labels	GSE63885	0.44000000000000006	0.21538461538461542	0.9099669996992625	-0.11126972805283736	0.3666666666666667
combat_no_labels	GSE65021	0.47	0.5698924731182795	0.8343045636756597	0.046373889576016826	0.5268817204301075
combat_no_labels	GSE66999	0.45000000000000007	0.3833333333333333	0.8962071076399598	-0.08853996954298746	0.42142857142857143
combat_no_labels	GSE6861	0.44000000000000006	0.8342902711323764	0.8000398417142235	0.6109266713167285	0.7981658692185007
combat_no_labels	GSE68871	0.45999999999999996	0.5046637211585665	0.8270851831065805	0.019252185983464308	0.5125184094256259
combat_no_labels	GSE72970	0.47	0.5222482435597189	0.5182731756524124	0.09557664512607203	0.5474889409315639
combat_no_labels	GSE73578	0.47	0.7380434782608696	0.8539751494875254	0.3929341334137072	0.7038043478260869
combat_no_labels	GSE76360	0.48	0.6353535353535353	0.7668798077374801	0.18541140018500424	0.5909090909090909
combat_no_labels	GSE82172	0.49	0.490003635041803	0.1427406651550212	-0.051051100085652196	0.4669211195928753
combat_no_labels	GSE8970	0.45999999999999996	0.6568047337278107	0.7398001508295626	0.2886751345948129	0.5769230769230769
combat_no_labels	GSE9782	0.43000000000000005	0.5228956228956229	0.5883097084070339	0.0	0.5
combat_no_labels	ISPY2	0.47	0.5332621092633463	0.37177865154922163	-0.003146282047601912	0.49842557318976055
quantile	BrighTNess	0.48	0.6172144136695604	0.6005627390995532	0.16119806109035145	0.5805601488218273
quantile	GSE104645	0.45000000000000007	0.41581632653061223	0.8758745109626291	0.0322319139455873	0.5223214285714286
quantile	GSE104958	0.42000000000000004	0.6372549019607843	0.4299099886384369	0.17236256333167305	0.5980392156862745
quantile	GSE109211	0.45999999999999996	0.6659378036929058	0.4129180796939158	0.2516299559794226	0.6309523809523809
quantile	GSE131978	0.45999999999999996	0.6257309941520468	0.645884770239609	0.2122927839585173	0.5994152046783625
quantile	GSE14615	0.45999999999999996	0.39285714285714285	0.2765873015873016	0.022875450543583874	0.5119047619047619
quantile	GSE14671	0.45000000000000007	0.5433604336043361	0.7055296948523483	0.13024116945196246	0.570460704607046
quantile	GSE173263	0.45999999999999996	0.43448275862068964	0.7679098065222487	-0.10242078963189225	0.4413793103448276
quantile	GSE19293	0.47	0.5803571428571428	0.54807022830034	0.03563483225498992	0.5178571428571428
quantile	GSE20181	0.47	0.32520661157024794	0.6101655097226738	-0.223606797749979	0.40454545454545454
quantile	GSE20194	0.45999999999999996	0.8970398970398971	0.7483384444119646	0.5751287001287001	0.7875643500643501
quantile	GSE20271	0.47	0.7211538461538463	0.30940449990746965	0.2318382892398932	0.6563765182186234
quantile	GSE21974	0.44000000000000006	0.6267806267806268	0.45251133902846963	0.17410761952859302	0.5918803418803419
quantile	GSE22093	0.45999999999999996	0.6180124223602484	0.41075008125595147	0.09627329192546584	0.5481366459627329
quantile	GSE23988	0.44000000000000006	0.947560975609756	0.9124340325068256	0.7743615693643384	0.8628048780487805
quantile	GSE25066	0.48	0.8649996105008958	0.6504784019301525	0.5092205526228034	0.7851393108462517
quantile	GSE28702	0.45000000000000007	0.5470383275261325	0.5530706933055786	0.08376976107779828	0.5418118466898955
quantile	GSE32646	0.45999999999999996	0.6624579124579125	0.4361369554943334	0.15489368793413402	0.5888047138047138
quantile	GSE35640	0.44000000000000006	0.5013368983957219	0.4300836746285126	-0.10192082319742922	0.44786096256684493
quantile	GSE37946	0.44000000000000006	0.7584541062801932	0.816390897948466	0.4414147946478204	0.71256038647343
quantile	GSE41998	0.45999999999999996	0.5442786069651742	0.9841332867118676	0.08456796848412725	0.6144278606965174
quantile	GSE44272	0.44000000000000006	0.4190476190476191	0.5943896708299025	-0.03915200912589422	0.4793650793650793
quantile	GSE4779	0.44000000000000006	0.9869759869759869	0.984979114854695	0.8994090093385896	0.9554334554334554
quantile	GSE48905	0.45000000000000007	0.4805555555555556	0.44830527058597236	0.06761234037828133	0.5333333333333333
quantile	GSE50948	0.47	0.5341637662575562	0.40056139001879665	0.05261835500156962	0.5273859681260304
quantile	GSE5122	0.45000000000000007	0.7075471698113208	0.22202380952380954	0.20543044141088249	0.695754716981132
quantile	GSE61676	0.44000000000000006	0.5	0.5348837209302325	0.0	0.5
quantile	GSE62321	0.43000000000000005	0.4975186104218362	0.4680855420355114	-0.003754837469370021	0.4981389578163772
quantile	GSE63885	0.44000000000000006	0.4717948717948718	0.9644254684764038	-0.0716114874039433	0.4128205128205128
quantile	GSE65021	0.45000000000000007	0.48745519713261654	0.759765226794295	-0.05986843400892497	0.46415770609318996
quantile	GSE66999	0.45999999999999996	0.5119047619047619	0.9303354921237805	-0.08853996954298746	0.42142857142857143
quantile	GSE6861	0.47	0.8875598086124402	0.8459332037952491	0.5753813506954952	0.7870015948963318
quantile	GSE68871	0.45999999999999996	0.49680903289150713	0.8238303645729097	0.02713626770646286	0.5176730486008836
quantile	GSE72970	0.45999999999999996	0.482695810564663	0.5303802112562803	-0.03063689720479569	0.4847775175644028
quantile	GSE73578	0.43000000000000005	0.733695652173913	0.868535002836205	0.34262414443209643	0.6760869565217391
quantile	GSE76360	0.45000000000000007	0.4813131313131313	0.6612876735032767	-0.11580581021487872	0.43787878787878787
quantile	GSE82172	0.47	0.4609233006179571	0.13715413062944362	-0.011457818555320892	0.49182115594329334
quantile	GSE8970	0.44000000000000006	0.6627218934911243	0.6042252420914007	0.15811388300841897	0.5769230769230769
quantile	GSE9782	0.47	0.5041245791245791	0.5815083599880291	0.005489528419235868	0.5027777777777778
quantile	ISPY2	0.5	0.5162245619953986	0.3369659103766106	0.019560013975329832	0.5104376063089532
