config	holdout	threshold_used	auroc	auprc	mcc	bal_acc
leaked_all_labels	BrighTNess	0.43000000000000005	0.5683133526250517	0.5461253145659054	0.08013906777441293	0.5393413256166459
leaked_all_labels	GSE104645	0.55	0.9732142857142857	0.9968554092286188	0.25298221281347033	0.5357142857142857
leaked_all_labels	GSE104958	0.53	0.7205882352941176	0.5468231270541053	0.0	0.5
leaked_all_labels	GSE109211	0.43000000000000005	0.9900388726919339	0.9321428899856709	0.9511897312113419	0.9846938775510203
leaked_all_labels	GSE131978	0.48	1.0	1.0	1.0	1.0
leaked_all_labels	GSE14615	0.56	0.33333333333333326	0.27442645074224026	-0.2516299559794226	0.369047619047619
leaked_all_labels	GSE14671	0.54	0.5447154471544715	0.7034157417234052	-0.09480328182633502	0.45189701897018975
leaked_all_labels	GSE173263	0.47	0.610344827586207	0.7883719697000364	-0.27625312572654126	0.45
leaked_all_labels	GSE19293	0.59	0.4970238095238094	0.5301312049012917	-0.02494937295217066	0.48809523809523814
leaked_all_labels	GSE20181	0.5700000000000001	1.0	0.9999999999999999	1.0	1.0
leaked_all_labels	GSE20194	0.5	1.0	1.0	1.0	1.0
leaked_all_labels	GSE20271	0.5700000000000001	1.0	1.0	1.0	1.0
leaked_all_labels	GSE21974	0.63	0.9772079772079771	0.9047552042327585	0.9607689228305227	0.9871794871794872
leaked_all_labels	GSE22093	0.53	1.0	1.0	1.0	1.0
leaked_all_labels	GSE23988	0.49	0.9768292682926829	0.9072342292640281	0.2514636468219414	0.5853658536585366
leaked_all_labels	GSE25066	0.56	0.9997922671444522	0.9992116097198906	0.5338367587396778	0.6666666666666666
leaked_all_labels	GSE28702	0.42000000000000004	0.4465737514518003	0.5006459467614842	-0.05213414017347086	0.478513356562137
leaked_all_labels	GSE32646	0.45999999999999996	0.6262626262626262	0.3149508945603263	0.24097571319488226	0.6361531986531986
leaked_all_labels	GSE35640	0.5700000000000001	0.6042780748663101	0.49277415365215416	0.17647058823529413	0.5882352941176471
leaked_all_labels	GSE37946	0.5700000000000001	1.0	1.0	1.0	1.0
leaked_all_labels	GSE41998	0.49	0.02388059701492537	0.9208868140454602	0.015616614421370514	0.5049751243781094
leaked_all_labels	GSE44272	0.5700000000000001	0.9873015873015872	0.9929317669191923	0.8762444377617123	0.9436507936507936
leaked_all_labels	GSE4779	0.52	0.9995929995929996	0.9993589743589745	0.9584859584859585	0.9792429792429792
leaked_all_labels	GSE48905	0.45999999999999996	0.6333333333333333	0.4415800193145948	0.2033125151976111	0.6041666666666666
leaked_all_labels	GSE50948	0.5	0.4596079868107712	0.32570602512451363	-0.067672692661901	0.46427917200952556
leaked_all_labels	GSE5122	0.49	1.0	1.0	1.0	1.0
leaked_all_labels	GSE61676	0.61	1.0	1.0	1.0	1.0
leaked_all_labels	GSE62321	0.56	0.37841191066997515	0.43291845912426524	-0.06736021144403559	0.4702233250620348
leaked_all_labels	GSE63885	0.45999999999999996	0.5641025641025641	0.9735556792799263	0.12568960711347169	0.6487179487179486
leaked_all_labels	GSE65021	0.6	1.0	1.0	0.5664652260218807	0.8387096774193548
leaked_all_labels	GSE66999	0.56	0.9928571428571429	0.9993990929705213	0.819047619047619	0.9095238095238096
leaked_all_labels	GSE6861	0.55	0.9995215311004785	0.9993412384716733	0.8286635911114992	0.8939393939393939
leaked_all_labels	GSE68871	0.49	0.5351006381934217	0.849379352448829	0.07942099456936165	0.551791850760923
leaked_all_labels	GSE72970	0.43000000000000005	0.5131407754358573	0.5404855241068727	-0.02253964588988162	0.4893312516263336
leaked_all_labels	GSE73578	0.5	0.4565217391304348	0.6101275782510943	0.014744195615489715	0.5076086956521739
leaked_all_labels	GSE76360	0.53	0.992929292929293	0.9973484848484848	0.9762577420362056	0.9924242424242424
leaked_all_labels	GSE82172	0.45999999999999996	0.4961832061068702	0.17033552395467938	-0.20325326318169704	0.47619047619047616
leaked_all_labels	GSE8970	0.56	1.0	1.0	1.0	1.0
leaked_all_labels	GSE9782	0.53	1.0	0.9999999999999999	1.0	1.0
leaked_all_labels	ISPY2	0.42000000000000004	0.7926020683095061	0.6534864509142827	0.4262069137094327	0.7255155544934422
combat_no_labels	BrighTNess	0.45999999999999996	0.6407434201460659	0.6327066596448291	0.20452358401775603	0.6021772082127601
combat_no_labels	GSE104645	0.45999999999999996	0.47640306122448983	0.8928311084822067	-0.09119215051751065	0.42857142857142855
