config	mean_auroc	mean_auprc	mean_mcc	mean_bal_acc	mean_threshold	n_folds
leaked_all_labels	0.7673400875509555	0.783617628255632	0.4569346591719425	0.731529854589772	0.5185000000000001	40
combat_no_labels	0.6044757527656353	0.6234333693682075	0.14330934653106558	0.5698534962408275	0.462	40
quantile	0.5937590767318178	0.6068679935492863	0.14121606564426772	0.5746999848008729	0.45499999999999996	40
