config	production_candidate	mean_auroc	std_auroc	mean_auprc	mean_mcc	mean_bal_acc	n_folds
D5_rank_ecfp4_dtf	True	0.5994068272801187	0.16860110932980127	0.6146665796601023	0.119166045249921	0.5531393223805346	40
D8_baseline_ecfp4_dtf	True	0.5979726982189971	0.17575066802037814	0.6226303743371155	0.12017164150891908	0.5497610177388427	40
baseline_rank_singscore_reo	True	0.5952352939493151	0.18488836745647727	0.6179107339766128	0.15115975412637767	0.5768574521784591	40
D1_rank_ecfp4	True	0.5952219338161049	0.17588635955050186	0.6124540414953821	0.1454371723619284	0.5607296159812836	40
D4_rank_dtf	True	0.58517763394081	0.1758625207522726	0.6079273316780779	0.14630557181423934	0.5747599702293452	40
D6_baseline_ecfp4	True	0.5840523401200686	0.18211117241935587	0.6044089284370153	0.1342831961770589	0.55748620917846	40
D10_rank_dataset_id	False	0.5809188097827006	0.16406922692845255	0.5994956245775382	0.12374780153267487	0.5681618136111718	40
