config	holdout	holdout_drug	production_candidate	n_features	threshold_used	n_pos	n_neg	auroc	auprc	mcc	bal_acc
D6_baseline_ecfp4	GSE20181	letrozole	True	1991	0.51	110	44	0.2954545454545454	0.6089378361820331	-0.1900260993124963	0.4340909090909091
D6_baseline_ecfp4	GSE20194	cyclophosphamide+doxorubicin+fluorouracil+paclitaxel	True	1991	0.47	56	222	0.9357303732303732	0.8092034169139001	0.6617206976561324	0.783381595881596
D6_baseline_ecfp4	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	True	1991	0.47	26	152	0.7145748987854251	0.34221936508164263	0.21771270890621067	0.6409412955465588
D6_baseline_ecfp4	GSE21974	docetaxel	True	1991	0.51	18	39	0.5925925925925926	0.4739563361884831	0.24161209862606872	0.6025641025641025
D6_baseline_ecfp4	GSE22093	taxane+anthracycline	True	1991	0.47	28	69	0.7334368530020704	0.5919871893630614	0.3857635710468023	0.6495859213250518
D6_baseline_ecfp4	GSE23988	docetaxel	True	1991	0.5	20	41	0.9682926829268294	0.9466058052077457	0.7451230323465604	0.825
D6_baseline_ecfp4	GSE25066	anthracycline+taxane	True	1991	0.52	99	389	0.8756459193477188	0.7310653835251463	0.5587899818208312	0.7345303939134273
D6_baseline_ecfp4	GSE28702	fluorouracil+leucovorin+oxaliplatin	True	1991	0.48	42	41	0.44192799070847855	0.4620065805909642	0.0	0.5
D6_baseline_ecfp4	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	True	1991	0.51	27	88	0.6893939393939393	0.4233616458954431	0.28950879834565646	0.6212121212121212
D6_baseline_ecfp4	GSE35640	immunotherapy_peptide_vaccine	True	1991	0.47	22	34	0.5681818181818181	0.42780395980263664	0.025560240860396516	0.5120320855614974
D6_baseline_ecfp4	GSE37946	trastuzumab+chemotherapy	True	1991	0.47	27	23	0.7375201288244766	0.7845740107419739	0.3723889865157245	0.6296296296296297
D6_baseline_ecfp4	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	True	1991	0.49	201	5	0.5890547263681591	0.9863389228471436	0.1119312194451575	0.6716417910447761
D6_baseline_ecfp4	GSE44272	trastuzumab	True	1991	0.47	35	18	0.45238095238095233	0.6551194128524132	-0.061481644555118405	0.4746031746031746
D6_baseline_ecfp4	GSE4779	cyclophosphamide+epirubicin+fluorouracil	True	1991	0.48	39	63	0.9873829873829874	0.9823763325311314	0.8158594457806396	0.8894993894993894
D6_baseline_ecfp4	GSE48905	tamoxifen	True	1991	0.47	15	24	0.5138888888888888	0.4661781894289634	0.20519567041703082	0.5333333333333333
D6_baseline_ecfp4	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	True	1991	0.45000000000000007	53	103	0.5359956035904011	0.3583440481847698	0.01271640750082322	0.5058618794651035
D6_baseline_ecfp4	GSE5122	tipifarnib	True	1991	0.48	4	53	0.7075471698113208	0.18102240896358543	0.08518740546199818	0.5471698113207547
D6_baseline_ecfp4	GSE61676	unknown	True	1991	0.5	46	40	0.5	0.5348837209302325	0.0	0.5
D6_baseline_ecfp4	GSE62321	chemotherapy	True	1991	0.51	26	31	0.3722084367245657	0.41979687429124046	-0.08457092023163157	0.47394540942928043
D6_baseline_ecfp4	GSE63885	platinum_chemotherapy	True	1991	0.48	65	3	0.158974358974359	0.9174228594161715	-0.16639756937048814	0.3128205128205128
D6_baseline_ecfp4	GSE65021	cetuximab+platinum	True	1991	0.48	31	9	0.7060931899641577	0.8640144616100092	0.08627959628145761	0.5161290322580645
D6_baseline_ecfp4	GSE66999	docetaxel+epirubicin+pegfilgrastim	True	1991	0.5	70	6	0.5595238095238096	0.9271095060704689	0.003410070828759204	0.5023809523809524
D6_baseline_ecfp4	GSE6861	cyclophosphamide+epirubicin+fluorouracil	True	1991	0.47	66	95	0.8802232854864434	0.8616919713287987	0.594046905134082	0.7691387559808612
D6_baseline_ecfp4	GSE68871	bortezomib+thalidomide+dexamethasone	True	1991	0.51	97	21	0.7407952871870397	0.9230126340418852	0.13578180603111	0.5638193421698576
D6_baseline_ecfp4	GSE72970	chemotherapy+targeted	True	1991	0.45999999999999996	63	61	0.5152224824355972	0.5199007005000627	0.007803681691729799	0.5035128805620609
D6_baseline_ecfp4	GSE73578	glucocorticoids	True	1991	0.48	40	23	0.5489130434782609	0.7071300977014465	0.08960171083814059	0.5413043478260869
D6_baseline_ecfp4	GSE76360	trastuzumab	True	1991	0.49	66	30	0.5121212121212121	0.7044521611330963	0.07726804848442258	0.5318181818181819
D6_baseline_ecfp4	GSE82172	tamoxifen	True	1991	0.45999999999999996	21	131	0.3504180298073428	0.10633531142636635	-0.10273815497566006	0.440748818611414
D6_baseline_ecfp4	GSE8970	tipifarnib	True	1991	0.51	13	13	0.4674556213017751	0.5355739795430923	0.0	0.5
D6_baseline_ecfp4	GSE9782	unknown	True	1991	0.44000000000000006	180	132	0.43059764309764303	0.5449205099269474	-0.03764194102370159	0.4866161616161616
D6_baseline_ecfp4	ISPY2	docetaxel+doxorubicin+cyclophosphamide	True	1991	0.5	319	669	0.5097534803735515	0.33337196277409825	-0.0017786378524568052	0.49909329884588893
D8_baseline_ecfp4_dtf	BrighTNess	veliparib+carboplatin+paclitaxel	True	1995	0.51	236	246	0.621021083092187	0.5898499162843422	0.08657373274333423	0.5246830646272564
D8_baseline_ecfp4_dtf	GSE104645	fluorouracil+leucovorin+oxaliplatin	True	1995	0.45999999999999996	112	14	0.5057397959183673	0.8957362466771017	-0.03952847075210474	0.4732142857142857
D8_baseline_ecfp4_dtf	GSE104958	cisplatin+docetaxel+fluorouracil	True	1995	0.47	12	34	0.625	0.3858440687063876	0.20618705424112047	0.5931372549019608
D8_baseline_ecfp4_dtf	GSE109211	sorafenib	True	1995	0.45999999999999996	42	98	0.5716715257531584	0.3482009024936897	0.2004459314343183	0.5612244897959183
D8_baseline_ecfp4_dtf	GSE131978	platinum_chemotherapy	True	1995	0.45999999999999996	18	19	0.5526315789473685	0.5856211835744	0.0	0.5
D8_baseline_ecfp4_dtf	GSE14615	doxorubicin+mercaptopurine+methotrexate+prednisone+vincristine	True	1995	0.44000000000000006	6	14	0.30952380952380953	0.2486256798756799	-0.37796447300922725	0.32142857142857145
D8_baseline_ecfp4_dtf	GSE14671	imatinib	True	1995	0.45999999999999996	41	18	0.5718157181571816	0.7729384975228458	0.04871680165580111	0.5230352303523036
D8_baseline_ecfp4_dtf	GSE173263	rituximab+cyclophosphamide+doxorubicin+vincristine+prednisolone	True	1995	0.47	29	10	0.6482758620689655	0.8843254096590538	0.2251886745555225	0.5862068965517242
D8_baseline_ecfp4_dtf	GSE19293	melphalan	True	1995	0.45000000000000007	24	28	0.5773809523809524	0.49736305617622106	0.0	0.5
D8_baseline_ecfp4_dtf	GSE20181	letrozole	True	1995	0.49	110	44	0.3256198347107438	0.6319832869017731	-0.1900260993124963	0.4340909090909091
D8_baseline_ecfp4_dtf	GSE20194	cyclophosphamide+doxorubicin+fluorouracil+paclitaxel	True	1995	0.48	56	222	0.9308236808236808	0.7771434638174335	0.6145547328776649	0.7743725868725868
D8_baseline_ecfp4_dtf	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	True	1995	0.5	26	152	0.7355769230769231	0.38909402554013456	0.26697915582875004	0.6518218623481782
D8_baseline_ecfp4_dtf	GSE21974	docetaxel	True	1995	0.44000000000000006	18	39	0.6752136752136753	0.5346883356565603	0.32025630761017426	0.6623931623931625
D8_baseline_ecfp4_dtf	GSE22093	taxane+anthracycline	True	1995	0.47	28	69	0.7691511387163561	0.6192883665531255	0.4505024402363176	0.6746894409937888
D8_baseline_ecfp4_dtf	GSE23988	docetaxel	True	1995	0.47	20	41	0.9585365853658536	0.9315750781277772	0.7814334890906203	0.85
D8_baseline_ecfp4_dtf	GSE25066	anthracycline+taxane	True	1995	0.47	99	389	0.8867596271195243	0.7184923649827184	0.5824867169158995	0.7759471319882632
D8_baseline_ecfp4_dtf	GSE28702	fluorouracil+leucovorin+oxaliplatin	True	1995	0.48	42	41	0.48432055749128916	0.48621408692762846	0.0	0.5
D8_baseline_ecfp4_dtf	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	True	1995	0.51	27	88	0.7167508417508417	0.41960671658008786	0.1909874006616178	0.5713383838383839
D8_baseline_ecfp4_dtf	GSE35640	immunotherapy_peptide_vaccine	True	1995	0.47	22	34	0.5106951871657754	0.40936339826652957	-0.07371937549974815	0.4665775401069519
D8_baseline_ecfp4_dtf	GSE37946	trastuzumab+chemotherapy	True	1995	0.45999999999999996	27	23	0.7326892109500804	0.7947489682868865	0.2608360150191666	0.604669887278583
D8_baseline_ecfp4_dtf	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	True	1995	0.48	201	5	0.44676616915422884	0.979051865472952	-0.015046225851521296	0.47661691542288553
D8_baseline_ecfp4_dtf	GSE44272	trastuzumab	True	1995	0.47	35	18	0.5222222222222223	0.6817014193614717	0.07979249985750353	0.5301587301587302
D8_baseline_ecfp4_dtf	GSE4779	cyclophosphamide+epirubicin+fluorouracil	True	1995	0.45999999999999996	39	63	0.982091982091982	0.9813708851275937	0.8541735729758838	0.924908424908425
D8_baseline_ecfp4_dtf	GSE48905	tamoxifen	True	1995	0.48	15	24	0.49722222222222223	0.48580192111855947	0.20519567041703082	0.5333333333333333
D8_baseline_ecfp4_dtf	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	True	1995	0.45000000000000007	53	103	0.5647554497160653	0.41448358724136913	0.0773051309347782	0.5347133174574098
D8_baseline_ecfp4_dtf	GSE5122	tipifarnib	True	1995	0.5	4	53	0.8207547169811321	0.4019736842105263	0.126719406995113	0.5943396226415094
D8_baseline_ecfp4_dtf	GSE61676	unknown	True	1995	0.45000000000000007	46	40	0.5	0.5348837209302325	0.0	0.5
D8_baseline_ecfp4_dtf	GSE62321	chemotherapy	True	1995	0.48	26	31	0.38213399503722084	0.4268908795941559	-0.19524195236905753	0.41563275434243174
D8_baseline_ecfp4_dtf	GSE63885	platinum_chemotherapy	True	1995	0.45999999999999996	65	3	0.27179487179487183	0.9344106831064183	-0.12568960711347169	0.35128205128205126
D8_baseline_ecfp4_dtf	GSE65021	cetuximab+platinum	True	1995	0.5	31	9	0.5913978494623657	0.8373117456961122	-0.07387198368257757	0.4767025089605734
D8_baseline_ecfp4_dtf	GSE66999	docetaxel+epirubicin+pegfilgrastim	True	1995	0.47	70	6	0.4761904761904762	0.9044166854540172	-0.11262230325604086	0.419047619047619
D8_baseline_ecfp4_dtf	GSE6861	cyclophosphamide+epirubicin+fluorouracil	True	1995	0.47	66	95	0.8738437001594896	0.8565533931578952	0.5244319807069314	0.7358851674641148
D8_baseline_ecfp4_dtf	GSE68871	bortezomib+thalidomide+dexamethasone	True	1995	0.49	97	21	0.6411389297987236	0.8855284347746526	0.09295437988962121	0.538046146293569
D8_baseline_ecfp4_dtf	GSE72970	chemotherapy+targeted	True	1995	0.47	63	61	0.4519906323185012	0.48656414380098906	0.008536604077346858	0.5037730939370284
D8_baseline_ecfp4_dtf	GSE73578	glucocorticoids	True	1995	0.49	40	23	0.5902173913043479	0.6920458401895243	-0.03150582325694126	0.4880434782608696
D8_baseline_ecfp4_dtf	GSE76360	trastuzumab	True	1995	0.49	66	30	0.5166666666666667	0.698234464849711	0.06030226891555272	0.5242424242424243
D8_baseline_ecfp4_dtf	GSE82172	tamoxifen	True	1995	0.51	21	131	0.41366775717920756	0.11572462892414906	-0.1420795510006736	0.4351145038167939
D8_baseline_ecfp4_dtf	GSE8970	tipifarnib	True	1995	0.49	13	13	0.7159763313609467	0.7902452489910683	0.0	0.5
D8_baseline_ecfp4_dtf	GSE9782	unknown	True	1995	0.43000000000000005	180	132	0.44747474747474747	0.5520443507062374	-0.08829655118539669	0.4558080808080808
D8_baseline_ecfp4_dtf	ISPY2	docetaxel+doxorubicin+cyclophosphamide	True	1995	0.5	319	669	0.5034042293977349	0.32527433816660817	0.007898109005950683	0.503961838893028
D10_rank_dataset_id	BrighTNess	veliparib+carboplatin+paclitaxel	False	958	0.45000000000000007	236	246	0.6275664875292821	0.5962449095271123	0.17363684917942582	0.5815247347388728
D10_rank_dataset_id	GSE104645	fluorouracil+leucovorin+oxaliplatin	False	958	0.45000000000000007	112	14	0.5860969387755102	0.9094475965150876	0.06933752452815364	0.5535714285714286
D10_rank_dataset_id	GSE104958	cisplatin+docetaxel+fluorouracil	False	958	0.45000000000000007	12	34	0.5808823529411764	0.4829486336582486	0.009183398564392934	0.5049019607843137
D10_rank_dataset_id	GSE109211	sorafenib	False	958	0.45999999999999996	42	98	0.5094752186588921	0.2875112434364498	-0.009716984634549205	0.4948979591836735
D10_rank_dataset_id	GSE131978	platinum_chemotherapy	False	958	0.43000000000000005	18	19	0.5	0.5403538032436599	-0.02109390817547648	0.48976608187134507
D10_rank_dataset_id	GSE14615	doxorubicin+mercaptopurine+methotrexate+prednisone+vincristine	False	958	0.45000000000000007	6	14	0.29761904761904756	0.24604325985904935	-0.28511240114923325	0.34523809523809523
D10_rank_dataset_id	GSE14671	imatinib	False	958	0.45000000000000007	41	18	0.6422764227642277	0.8083739559044614	0.23857587281920956	0.6151761517615176
D10_rank_dataset_id	GSE173263	rituximab+cyclophosphamide+doxorubicin+vincristine+prednisolone	False	958	0.45000000000000007	29	10	0.5310344827586206	0.8026630928865097	-0.04530502351829686	0.47413793103448276
D10_rank_dataset_id	GSE19293	melphalan	False	958	0.43000000000000005	24	28	0.5386904761904762	0.4883915046191616	0.01848684666616339	0.5089285714285714
D10_rank_dataset_id	GSE20181	letrozole	False	958	0.45999999999999996	110	44	0.29504132231404956	0.6170789925283229	-0.27921202463995126	0.36136363636363633
D10_rank_dataset_id	GSE20194	cyclophosphamide+doxorubicin+fluorouracil+paclitaxel	False	958	0.49	56	222	0.9171492921492922	0.7576245608027693	0.6470856529171556	0.8277831402831403
D10_rank_dataset_id	GSE20271	cyclophosphamide+doxorubicin+fluorouracil	False	958	0.45999999999999996	26	152	0.7548076923076923	0.3105630724551702	0.2479716832843464	0.6690283400809717
D10_rank_dataset_id	GSE21974	docetaxel	False	958	0.45999999999999996	18	39	0.6581196581196582	0.5689987259027909	0.2105487491973683	0.6111111111111112
D10_rank_dataset_id	GSE22093	taxane+anthracycline	False	958	0.45999999999999996	28	69	0.665631469979296	0.5020689941788256	0.2793589571670495	0.6480331262939958
D10_rank_dataset_id	GSE23988	docetaxel	False	958	0.45000000000000007	20	41	0.9439024390243903	0.9147734699940584	0.7367801009602365	0.8634146341463416
D10_rank_dataset_id	GSE25066	anthracycline+taxane	False	958	0.45000000000000007	99	389	0.8531069045207863	0.6672886892596779	0.4764059038853886	0.7722858404092336
D10_rank_dataset_id	GSE28702	fluorouracil+leucovorin+oxaliplatin	False	958	0.43000000000000005	42	41	0.5679442508710801	0.5362325827074248	0.252760065911723	0.6263066202090593
D10_rank_dataset_id	GSE32646	cyclophosphamide+epirubicin+fluorouracil+paclitaxel	False	958	0.45999999999999996	27	88	0.7159090909090909	0.45021282714386673	0.29655989178759096	0.6656144781144782
D10_rank_dataset_id	GSE35640	immunotherapy_peptide_vaccine	False	958	0.44000000000000006	22	34	0.589572192513369	0.5353816121261262	0.13091876497307772	0.5668449197860963
D10_rank_dataset_id	GSE37946	trastuzumab+chemotherapy	False	958	0.45999999999999996	27	23	0.605475040257649	0.6638408202628638	0.1286978904175574	0.5579710144927537
D10_rank_dataset_id	GSE41998	cyclophosphamide+doxorubicin+ixabepilone	False	958	0.44000000000000006	201	5	0.5194029850746269	0.9826595473116555	0.05090106192323162	0.5791044776119403
D10_rank_dataset_id	GSE44272	trastuzumab	False	958	0.44000000000000006	35	18	0.4365079365079365	0.6349903825629721	-0.09925164910917023	0.4492063492063492
D10_rank_dataset_id	GSE4779	cyclophosphamide+epirubicin+fluorouracil	False	958	0.44000000000000006	39	63	0.9719169719169718	0.9621017701079715	0.7951099718314598	0.9010989010989011
D10_rank_dataset_id	GSE48905	tamoxifen	False	958	0.45000000000000007	15	24	0.4361111111111111	0.3417129014580289	-0.12363383876171007	0.4375
D10_rank_dataset_id	GSE50948	doxorubicin+paclitaxel+cyclophosphamide+fluorouracil+methotrexate+trastuzumab	False	958	0.44000000000000006	53	103	0.5717164315808756	0.41843204689996505	0.12181084679142179	0.5642974903828539
D10_rank_dataset_id	GSE5122	tipifarnib	False	958	0.44000000000000006	4	53	0.6839622641509434	0.16719367588932807	0.2712781642472101	0.7429245283018868
D10_rank_dataset_id	GSE61676	unknown	False	958	0.44000000000000006	46	40	0.5	0.5348837209302325	0.0	0.5
D10_rank_dataset_id	GSE62321	chemotherapy	False	958	0.42000000000000004	26	31	0.38957816377171217	0.4321817287335158	-0.24980791391708704	0.3790322580645161
D10_rank_dataset_id	GSE63885	platinum_chemotherapy	False	958	0.43000000000000005	65	3	0.42051282051282046	0.9527816272773404	0.07796387675305838	0.5948717948717949
D10_rank_dataset_id	GSE65021	cetuximab+platinum	False	958	0.45000000000000007	31	9	0.6702508960573476	0.8288168512910548	0.03456505649101418	0.5179211469534051
D10_rank_dataset_id	GSE66999	docetaxel+epirubicin+pegfilgrastim	False	958	0.45000000000000007	70	6	0.4357142857142857	0.9147541688435363	-0.10658960801980241	0.40714285714285714
D10_rank_dataset_id	GSE6861	cyclophosphamide+epirubicin+fluorouracil	False	958	0.45999999999999996	66	95	0.8505582137161084	0.8118655452305035	0.5465350415821988	0.7695374800637959
D10_rank_dataset_id	GSE68871	bortezomib+thalidomide+dexamethasone	False	958	0.44000000000000006	97	21	0.6416298478154149	0.8818547143638478	0.1310042224383226	0.5800196367206676
D10_rank_dataset_id	GSE72970	chemotherapy+targeted	False	958	0.42000000000000004	63	61	0.462919594067135	0.4774781588434789	0.1280465190867102	0.5636221701795472
D10_rank_dataset_id	GSE73578	glucocorticoids	False	958	0.44000000000000006	40	23	0.43586956521739134	0.5977140328363363	0.014744195615489715	0.5076086956521739
D10_rank_dataset_id	GSE76360	trastuzumab	False	958	0.43000000000000005	66	30	0.5126262626262625	0.6964804636236381	-0.005744375957353064	0.49696969696969695
D10_rank_dataset_id	GSE82172	tamoxifen	False	958	0.45000000000000007	21	131	0.37113776808433296	0.10831645241236892	-0.15377745687819244	0.39585605234460197
D10_rank_dataset_id	GSE8970	tipifarnib	False	958	0.45999999999999996	13	13	0.5680473372781065	0.6399826719283732	0.1543033499620919	0.5769230769230769
D10_rank_dataset_id	GSE9782	unknown	False	958	0.43000000000000005	180	132	0.47518939393939397	0.5718069149493595	0.06508480947158013	0.5136363636363637
D10_rank_dataset_id	ISPY2	docetaxel+doxorubicin+cyclophosphamide	False	958	0.49	319	669	0.5027997619616609	0.3377752605963867	0.021501977615188263	0.5112997924193223
