config	mean	std	median	count
212g_leaked_combat_with_labels	0.763046868305789	0.2719485223141685	0.9774608013937283	40
954g_leaked_combat_with_labels	0.6659667205896783	0.2462136226327721	0.6158621985379518	40
954g_quantile	0.6089235899962884	0.16506828209445842	0.5770186335403726	40
212g_leaked_combat_no_labels	0.5940409323166063	0.16795317178593666	0.5586624653228781	40
212g_quantile	0.5935072289223815	0.1649772391289364	0.5636427298192004	40
954g_leaked_combat_no_labels	0.573167203952708	0.1821399516489192	0.5278495098780163	40
