config	production_candidate	mean_auroc	mean_auprc	mean_mcc	mean_bal_acc	n_folds
baseline_no_combat	True	0.5948715310460273	0.6143127380845075	0.1266521352583179	0.5601444420923559	40
combat_kmeans_5	True	0.5907029802344037	0.6116767371179639	0.1273237591560336	0.5641311378112946	40
combat_response_LEAKED	False	0.5898967583396055	0.6249065557638629	0.1588449577786944	0.5758291898400173	40
combat_no_covariate	True	0.5877115195635335	0.6105011834669652	0.11216045797483391	0.5539011139811619	40
combat_prolif_tertile	True	0.5849320070238744	0.6177868548745369	0.1362519267249732	0.5634364549190165	40
