config	holdout	production_candidate	threshold_used	auroc	auprc	mcc	bal_acc
combat_prolif_tertile	GSE25066	True	0.45000000000000007	0.8849419646334813	0.7441838890314392	0.5442753967861872	0.7930331593570668
combat_prolif_tertile	GSE28702	True	0.51	0.5511033681765388	0.5705936123485971	0.06108211745256125	0.5304878048780488
combat_prolif_tertile	GSE32646	True	0.5	0.7104377104377104	0.5206774598890637	0.3154774694935597	0.6698232323232323
combat_prolif_tertile	GSE35640	True	0.48	0.6109625668449197	0.5377487539307289	0.18460173954730819	0.5868983957219251
combat_prolif_tertile	GSE37946	True	0.5	0.6940418679549115	0.7222927444115608	0.07443264947813728	0.5273752012882448
combat_prolif_tertile	GSE41998	True	0.52	0.7064676616915423	0.9909141768854939	0.08929140907248448	0.6243781094527363
combat_prolif_tertile	GSE44272	True	0.45999999999999996	0.46825396825396826	0.6498923171464707	0.09221388919541469	0.5476190476190476
combat_prolif_tertile	GSE4779	True	0.47	0.9971509971509972	0.9951347483795687	0.959698946213619	0.9841269841269842
combat_prolif_tertile	GSE48905	True	0.5	0.5972222222222222	0.49475287148352165	0.1392715036327889	0.5625
combat_prolif_tertile	GSE50948	True	0.49	0.5010075105330647	0.38838587203283037	0.006485041688343809	0.5033888990657629
combat_prolif_tertile	GSE5122	True	0.45000000000000007	0.7547169811320755	0.2703305984555985	0.09517745455683119	0.5919811320754718
combat_prolif_tertile	GSE61676	True	0.48	0.5	0.5348837209302325	0.0	0.5
combat_prolif_tertile	GSE62321	True	0.47	0.533498759305211	0.6044197932821821	0.012630039645756673	0.5055831265508685
combat_prolif_tertile	GSE63885	True	0.5	0.10256410256410257	0.9043708711860612	-0.3872983346207417	0.1
combat_prolif_tertile	GSE65021	True	0.5	0.6379928315412186	0.8490041756284301	0.11973686801784993	0.557347670250896
combat_prolif_tertile	GSE66999	True	0.45999999999999996	0.4642857142857143	0.9182463752204122	-0.05487032611687343	0.45
combat_prolif_tertile	GSE6861	True	0.48	0.8875598086124402	0.861277560049736	0.6109266713167285	0.7981658692185007
combat_prolif_tertile	GSE68871	True	0.47	0.572901325478645	0.8549044999004376	0.027926094593555374	0.5169366715758468
combat_prolif_tertile	GSE72970	True	0.49	0.5271922976841009	0.5962467497219162	0.03367283551304041	0.5167837626854019
combat_prolif_tertile	GSE73578	True	0.48	0.3032608695652174	0.5537719052838188	-0.3464885969640083	0.32119565217391305
combat_prolif_tertile	GSE76360	True	0.5	0.47727272727272724	0.6763181162665058	-0.022792115291927588	0.4878787878787879
combat_prolif_tertile	GSE82172	True	0.48	0.4987277353689567	0.14053074596704024	-0.04223826340396306	0.47110141766630315
combat_prolif_tertile	GSE8970	True	0.49	0.6094674556213018	0.6426368317672665	0.43355498476206	0.6923076923076923
combat_prolif_tertile	GSE9782	True	0.43000000000000005	0.5141835016835017	0.5877119483955204	0.0	0.5
combat_prolif_tertile	ISPY2	True	0.51	0.5011456766520939	0.3308535694512658	0.025585529968586648	0.5133966852692692
combat_response_LEAKED	BrighTNess	False	0.52	0.556962243351247	0.5427446450552813	0.13641749869424252	0.5656951908502136
combat_response_LEAKED	GSE104645	False	0.42000000000000004	0.3443877551020408	0.8335261974385946	-0.09035079029052513	0.42857142857142855
combat_response_LEAKED	GSE104958	False	0.5	0.6446078431372549	0.5451083638583638	0.28682864310588757	0.6470588235294117
combat_response_LEAKED	GSE109211	False	0.45000000000000007	0.5136054421768708	0.3089038834361286	0.007269891966936624	0.5034013605442177
combat_response_LEAKED	GSE131978	False	0.45000000000000007	0.4444444444444445	0.487567866095612	0.1348060526197785	0.5497076023391813
combat_response_LEAKED	GSE14615	False	0.47	0.47619047619047616	0.44993797625376575	-0.0890870806374748	0.45238095238095233
combat_response_LEAKED	GSE14671	False	0.45999999999999996	0.48780487804878053	0.7349865010431701	0.007908165838507107	0.5040650406504065
combat_response_LEAKED	GSE173263	False	0.44000000000000006	0.47586206896551725	0.7881868863625037	-0.13254455128833115	0.4241379310344828
combat_response_LEAKED	GSE19293	False	0.5	0.5074404761904762	0.49141505220062287	-0.04013939192492974	0.48214285714285715
combat_response_LEAKED	GSE20181	False	0.43000000000000005	0.3588842975206611	0.6551988480675834	-0.038103879410557415	0.4818181818181818
combat_response_LEAKED	GSE20194	False	0.45000000000000007	0.9444980694980695	0.8462569974853285	0.6988764396529348	0.8346203346203347
combat_response_LEAKED	GSE20271	False	0.47	0.7196356275303645	0.3598999825215208	0.1955447962734101	0.6384109311740891
combat_response_LEAKED	GSE21974	False	0.47	0.5997150997150997	0.3836329565496232	0.11139564707280067	0.5598290598290598
combat_response_LEAKED	GSE22093	False	0.51	0.7422360248447206	0.5639396324787084	0.3612552618315979	0.6669254658385093
combat_response_LEAKED	GSE23988	False	0.51	0.9695121951219512	0.931415307128223	0.6206999078805635	0.7628048780487805
combat_response_LEAKED	GSE25066	False	0.48	0.9018981589675678	0.7517743514814575	0.5947816031879637	0.8059775129183869
combat_response_LEAKED	GSE28702	False	0.45000000000000007	0.5592334494773519	0.571234337809403	0.08348666828823913	0.5412311265969802
combat_response_LEAKED	GSE32646	False	0.48	0.662037037037037	0.37187996432195225	0.20794831700407707	0.6186868686868687
combat_response_LEAKED	GSE35640	False	0.5	0.6016042780748663	0.49048497079391706	0.29554023164452436	0.6310160427807486
combat_response_LEAKED	GSE37946	False	0.44000000000000006	0.6570048309178744	0.7065379178717672	0.3641117870200835	0.6602254428341384
combat_response_LEAKED	GSE41998	False	0.47	0.5303482587064676	0.9814648480770473	0.022283236479260615	0.5318407960199005
combat_response_LEAKED	GSE44272	False	0.49	0.4126984126984127	0.6393971253686173	-0.1285367511564587	0.43492063492063493
combat_response_LEAKED	GSE4779	False	0.48	0.9943019943019943	0.9913216947279699	0.762586691162691	0.8461538461538461
combat_response_LEAKED	GSE48905	False	0.45999999999999996	0.49722222222222223	0.3977706074641353	-0.08333333333333333	0.45833333333333337
combat_response_LEAKED	GSE50948	False	0.43000000000000005	0.5605422238505221	0.4094178111869776	0.04929580956587982	0.5260120901263967
combat_response_LEAKED	GSE5122	False	0.44000000000000006	0.7783018867924529	0.16855419799498747	0.2606233456578416	0.7547169811320755
combat_response_LEAKED	GSE61676	False	0.39	1.0	1.0	1.0	1.0
combat_response_LEAKED	GSE62321	False	0.47	0.0	0.2825073619665064	-0.6475761258027333	0.1935483870967742
combat_response_LEAKED	GSE63885	False	0.45999999999999996	0.2	0.9153320761748867	-0.15757614737499634	0.3205128205128205
combat_response_LEAKED	GSE65021	False	0.45000000000000007	0.6738351254480286	0.8392354415717638	0.26986443775032426	0.6541218637992832
combat_response_LEAKED	GSE66999	False	0.45000000000000007	0.3357142857142857	0.8892084802144138	-0.19049508598642756	0.33095238095238094
combat_response_LEAKED	GSE6861	False	0.44000000000000006	0.8913875598086124	0.8378208342060033	0.5773407071504157	0.7893141945773525
combat_response_LEAKED	GSE68871	False	0.43000000000000005	0.5940108001963672	0.8537176491212287	0.08228984702827263	0.5537555228276878
combat_response_LEAKED	GSE72970	False	0.47	0.5906843611761645	0.6317608112128696	0.22787895661150603	0.6135831381733021
combat_response_LEAKED	GSE73578	False	0.44000000000000006	0.3641304347826087	0.6067191976510581	-0.28013971669430454	0.35543478260869565
combat_response_LEAKED	GSE76360	False	0.42000000000000004	0.5106060606060605	0.7150352407647655	0.014048879600868926	0.5075757575757576
combat_response_LEAKED	GSE82172	False	0.51	0.4191203198836787	0.1381031784182703	-0.13292006678772575	0.4082151944747365
combat_response_LEAKED	GSE8970	False	0.44000000000000006	0.5680473372781065	0.5576976806501693	0.0	0.5
combat_response_LEAKED	GSE9782	False	0.52	1.0	1.0	1.0	1.0
combat_response_LEAKED	ISPY2	False	0.45999999999999996	0.5073543538055677	0.32656535552932175	-0.00848159125303488	0.49546883712648365
