config	holdout	production_candidate	threshold_used	auroc	auprc	mcc	bal_acc
baseline_no_combat	BrighTNess	True	0.5	0.5832299848422213	0.5686003109313024	0.11907370152735433	0.5574789858068072
baseline_no_combat	GSE104645	True	0.52	0.5899234693877551	0.9306557814158117	0.1016952133604653	0.5625
baseline_no_combat	GSE104958	True	0.52	0.7156862745098038	0.5389682982074286	0.4316197325264679	0.7303921568627451
baseline_no_combat	GSE109211	True	0.52	0.5857628765792031	0.32810606652200625	-0.02433858929766868	0.48809523809523814
baseline_no_combat	GSE131978	True	0.51	0.5555555555555556	0.555736007892331	0.13259027996013786	0.564327485380117
baseline_no_combat	GSE14615	True	0.52	0.46428571428571425	0.4445999047392236	-0.28511240114923325	0.34523809523809523
baseline_no_combat	GSE14671	True	0.53	0.556910569105691	0.7444959876382796	0.09643190654015468	0.5474254742547425
baseline_no_combat	GSE173263	True	0.53	0.693103448275862	0.8813475817970504	0.23756583927251015	0.6224137931034484
baseline_no_combat	GSE19293	True	0.51	0.574404761904762	0.5843813084682131	0.18164652439484802	0.5744047619047619
baseline_no_combat	GSE20181	True	0.52	0.2673553719008264	0.6022252949392318	-0.15	0.45227272727272727
baseline_no_combat	GSE20194	True	0.52	0.950530888030888	0.860413845876331	0.7269594345212492	0.8213481338481339
baseline_no_combat	GSE20271	True	0.52	0.7350708502024291	0.3038149289630453	0.20550598136228965	0.6255060728744939
baseline_no_combat	GSE21974	True	0.51	0.641025641025641	0.4068931041772861	0.13319466108225864	0.5683760683760684
baseline_no_combat	GSE22093	True	0.51	0.6951345755693583	0.5079914496758273	0.12680809428874124	0.5491718426501035
baseline_no_combat	GSE23988	True	0.51	0.9768292682926829	0.951344331837753	0.6715653356152326	0.775
baseline_no_combat	GSE25066	True	0.51	0.8975357690010646	0.734328247863826	0.5869470801165494	0.8009270078678818
baseline_no_combat	GSE28702	True	0.52	0.5795586527293844	0.5723094407485262	0.09862170820975427	0.5447154471544715
baseline_no_combat	GSE32646	True	0.53	0.6161616161616161	0.37785976616104516	0.10352115243036235	0.553030303030303
baseline_no_combat	GSE35640	True	0.53	0.5320855614973261	0.4462484655903358	-0.005592179994681013	0.49732620320855614
baseline_no_combat	GSE37946	True	0.51	0.6731078904991948	0.705225281148772	0.29335220676677637	0.6078904991948471
baseline_no_combat	GSE41998	True	0.51	0.44875621890547257	0.9771930062572435	0.007041276118141654	0.509452736318408
baseline_no_combat	GSE44272	True	0.52	0.4650793650793651	0.6682179832222059	0.06602947906041774	0.5325396825396825
baseline_no_combat	GSE4779	True	0.49	0.9719169719169719	0.9620445280556398	0.8120321172196082	0.8992673992673992
baseline_no_combat	GSE48905	True	0.53	0.49444444444444446	0.3690374596840137	-0.22283440581246225	0.39999999999999997
baseline_no_combat	GSE50948	True	0.52	0.5019234291994871	0.3803441513248431	0.02125683910576534	0.5101666971972889
baseline_no_combat	GSE5122	True	0.48	0.7877358490566038	0.2857843137254902	0.22975110138464055	0.7146226415094339
baseline_no_combat	GSE61676	True	0.52	0.5	0.5348837209302325	0.0	0.5
baseline_no_combat	GSE62321	True	0.52	0.3498759305210918	0.4317689236561941	-0.09082077723740778	0.4640198511166253
baseline_no_combat	GSE63885	True	0.53	0.18461538461538463	0.9131657989457191	-0.19573806557077833	0.2897435897435897
baseline_no_combat	GSE65021	True	0.52	0.6702508960573477	0.829424162913452	0.022628141110071023	0.5089605734767024
baseline_no_combat	GSE66999	True	0.52	0.5761904761904761	0.9461345267378155	0.040058827747231476	0.530952380952381
baseline_no_combat	GSE6861	True	0.51	0.8787878787878788	0.8444856760531981	0.6110144430816993	0.79585326953748
baseline_no_combat	GSE68871	True	0.51	0.6391752577319588	0.8857027665288215	0.017248944046577085	0.5098183603338242
baseline_no_combat	GSE72970	True	0.52	0.46161852719229773	0.467873388436114	-0.11191193288028776	0.44509497788186314
baseline_no_combat	GSE73578	True	0.5	0.47608695652173916	0.6750533775204106	-0.12621945220296465	0.4358695652173913
baseline_no_combat	GSE76360	True	0.5	0.5535353535353535	0.7143169504609272	0.11515151515151516	0.5575757575757576
baseline_no_combat	GSE82172	True	0.5	0.39294801890221737	0.11398123063307708	-0.04504278896685879	0.46819338422391854
baseline_no_combat	GSE8970	True	0.52	0.6272189349112426	0.6450715950715951	0.1203858530857692	0.5384615384615385
baseline_no_combat	GSE9782	True	0.45999999999999996	0.4146885521885523	0.5450871268135031	0.0	0.5
baseline_no_combat	ISPY2	True	0.52	0.5167540567262231	0.33739343181617554	0.013998614358468973	0.5073449822174114
combat_no_covariate	BrighTNess	True	0.45999999999999996	0.6040547058012953	0.5827179635742618	0.16373221162226131	0.5816797574755408
combat_no_covariate	GSE104645	True	0.5	0.36989795918367346	0.8408085786933507	-0.06273014684478057	0.4642857142857143
combat_no_covariate	GSE104958	True	0.51	0.6911764705882353	0.479214879758358	0.11925659823636685	0.5514705882352942
combat_no_covariate	GSE109211	True	0.48	0.4188532555879495	0.2512452611928287	-0.05300118190285536	0.4710884353741497
combat_no_covariate	GSE131978	True	0.49	0.5233918128654971	0.5716819656274452	-0.006463056119412344	0.4985380116959064
combat_no_covariate	GSE14615	True	0.51	0.5238095238095237	0.399537037037037	0.2182178902359924	0.6190476190476191
combat_no_covariate	GSE14671	True	0.49	0.5365853658536586	0.7551658607333052	0.015153585313452877	0.5074525745257452
combat_no_covariate	GSE173263	True	0.51	0.6758620689655173	0.8815938205897997	0.26424909878161656	0.6396551724137931
combat_no_covariate	GSE19293	True	0.49	0.5014880952380952	0.4823252486883404	-0.03563483225498992	0.48214285714285715
combat_no_covariate	GSE20181	True	0.47	0.362603305785124	0.6512331416499407	-0.17272727272727273	0.41363636363636364
combat_no_covariate	GSE20194	True	0.47	0.9408783783783784	0.7851507985636577	0.6755245586164544	0.823439510939511
combat_no_covariate	GSE20271	True	0.53	0.7074898785425101	0.3406956804395598	0.21771270890621067	0.6409412955465588
combat_no_covariate	GSE21974	True	0.48	0.6310541310541311	0.5140578984677723	0.21137861469504823	0.6132478632478633
combat_no_covariate	GSE22093	True	0.5	0.6853002070393375	0.5109091374888322	0.20728495514360992	0.5848861283643892
combat_no_covariate	GSE23988	True	0.5	0.9804878048780488	0.962612464576474	0.7085483867221283	0.8
combat_no_covariate	GSE25066	True	0.47	0.879125444678144	0.6866503110695674	0.5644968099927282	0.7969800836124743
combat_no_covariate	GSE28702	True	0.47	0.5743321718931476	0.5939929712094795	0.0835294623536793	0.5415214866434379
combat_no_covariate	GSE32646	True	0.45999999999999996	0.742003367003367	0.4557335844568299	0.30151134457776363	0.6742424242424242
combat_no_covariate	GSE35640	True	0.49	0.5855614973262032	0.46899253750470543	-0.07371937549974815	0.4665775401069519
combat_no_covariate	GSE37946	True	0.51	0.6344605475040258	0.6873958505393729	0.11907370651229966	0.5458937198067633
combat_no_covariate	GSE41998	True	0.5	0.5771144278606964	0.9839191587623685	0.028599036413529615	0.5417910447761194
combat_no_covariate	GSE44272	True	0.51	0.3746031746031746	0.5931689155194328	-0.29326609127329156	0.36349206349206353
combat_no_covariate	GSE4779	True	0.51	0.9983719983719984	0.9974169922328312	0.9376273128643323	0.9664224664224663
combat_no_covariate	GSE48905	True	0.48	0.4972222222222223	0.37958414149203623	-0.14414999403128945	0.43333333333333335
combat_no_covariate	GSE50948	True	0.47	0.5403920131892288	0.4183186612457477	0.08756870441996517	0.5459791170544055
combat_no_covariate	GSE5122	True	0.48	0.7405660377358491	0.16273690078037906	0.06435170453834874	0.5613207547169812
combat_no_covariate	GSE61676	True	0.47	0.5	0.5348837209302325	0.0	0.5
combat_no_covariate	GSE62321	True	0.48	0.5372208436724566	0.5836753176471008	-0.03558110581333699	0.48759305210918114
combat_no_covariate	GSE63885	True	0.48	0.18461538461538463	0.9133642918224869	-0.17565506213798923	0.30512820512820515
combat_no_covariate	GSE65021	True	0.5	0.6630824372759857	0.8665764099411409	0.03456505649101418	0.5179211469534051
combat_no_covariate	GSE66999	True	0.45999999999999996	0.45000000000000007	0.9139541449061053	-0.13730616025393513	0.3738095238095238
combat_no_covariate	GSE6861	True	0.49	0.8838915470494417	0.8528218342216922	0.6514176488953317	0.8232057416267943
combat_no_covariate	GSE68871	True	0.49	0.5738831615120276	0.8357104575410712	0.08358551615696656	0.5510554737358861
combat_no_covariate	GSE72970	True	0.49	0.5750715586781161	0.6256531554071392	0.11419654214119733	0.5569867291178767
combat_no_covariate	GSE73578	True	0.48	0.3673913043478261	0.5423467298402167	-0.11095736011809165	0.4423913043478261
combat_no_covariate	GSE76360	True	0.53	0.501010101010101	0.7103097429674654	-0.0029182313290492547	0.4984848484848485
combat_no_covariate	GSE82172	True	0.47	0.505270810614322	0.1605148370331436	0.055599014838155526	0.5387131952017448
combat_no_covariate	GSE8970	True	0.47	0.46153846153846156	0.536871980929184	-0.1543033499620919	0.42307692307692313
combat_no_covariate	GSE9782	True	0.49	0.49564393939393936	0.5755502963153851	0.0	0.5
combat_no_covariate	ISPY2	True	0.58	0.5131553668742473	0.3309546572825339	0.017651070793037415	0.5086124895155357
combat_kmeans_5	BrighTNess	True	0.51	0.5707075926691471	0.5448547728509181	0.03771307628085381	0.5183443571723853
combat_kmeans_5	GSE104645	True	0.52	0.475765306122449	0.8710849303284761	0.050117601103258816	0.5357142857142857
combat_kmeans_5	GSE104958	True	0.45999999999999996	0.6764705882352942	0.47243973493973496	0.36567082102041226	0.7009803921568627
combat_kmeans_5	GSE109211	True	0.48	0.47813411078717205	0.26956089446910114	-0.07230023776361802	0.4608843537414966
combat_kmeans_5	GSE131978	True	0.48	0.46491228070175444	0.45308044371434375	-0.08209183818726824	0.4678362573099415
combat_kmeans_5	GSE14615	True	0.47	0.29761904761904756	0.27256816469277767	-0.43463356032809364	0.2738095238095238
combat_kmeans_5	GSE14671	True	0.47	0.49864498644986455	0.7525712801323604	0.09906649065282938	0.5528455284552846
combat_kmeans_5	GSE173263	True	0.47	0.7448275862068965	0.9123605983647116	0.30807415992441867	0.6758620689655173
combat_kmeans_5	GSE19293	True	0.45999999999999996	0.5461309523809523	0.5592650745891763	0.11878277418329973	0.5595238095238095
combat_kmeans_5	GSE20181	True	0.51	0.4	0.6819828789875984	-0.1114949751180923	0.4568181818181818
combat_kmeans_5	GSE20194	True	0.45999999999999996	0.9426480051480052	0.8376292288815301	0.6856326498409484	0.8256917631917632
combat_kmeans_5	GSE20271	True	0.48	0.7282388663967612	0.35231796101640517	0.2545139051903111	0.680161943319838
combat_kmeans_5	GSE21974	True	0.47	0.6780626780626781	0.47071130190421234	0.23618902686250354	0.6260683760683761
combat_kmeans_5	GSE22093	True	0.49	0.7370600414078675	0.6196816485124367	0.39118715620089795	0.6601966873706004
combat_kmeans_5	GSE23988	True	0.49	0.9719512195121951	0.961858312013111	0.8120810765992847	0.8878048780487805
combat_kmeans_5	GSE25066	True	0.49	0.8698293993923816	0.7508698528308431	0.5928742047821453	0.7997325439484823
combat_kmeans_5	GSE28702	True	0.45999999999999996	0.5807200929152149	0.5739225543229316	0.15954705462301633	0.5766550522648084
combat_kmeans_5	GSE32646	True	0.51	0.7411616161616162	0.4360254874607479	0.2782897836261581	0.6441498316498316
combat_kmeans_5	GSE35640	True	0.45999999999999996	0.4064171122994652	0.373648172523973	-0.2639487985369321	0.3649732620320856
combat_kmeans_5	GSE37946	True	0.49	0.6183574879227053	0.6186030049005476	0.11907370651229966	0.5458937198067633
combat_kmeans_5	GSE41998	True	0.52	0.6	0.9841722394070234	0.08219696921450252	0.6094527363184079
combat_kmeans_5	GSE44272	True	0.45000000000000007	0.5412698412698413	0.7100866877619552	0.06616279535076038	0.5349206349206349
combat_kmeans_5	GSE4779	True	0.45000000000000007	0.9983719983719984	0.9973337476373915	0.9795528620364545	0.9920634920634921
combat_kmeans_5	GSE48905	True	0.5	0.49444444444444446	0.391300279620957	-0.22283440581246225	0.39999999999999997
combat_kmeans_5	GSE50948	True	0.5	0.5315991939915736	0.3605626472392343	0.04493996728371573	0.5230811503938451
combat_kmeans_5	GSE5122	True	0.45999999999999996	0.7688679245283019	0.2757644007644008	0.13256129693089297	0.6297169811320755
combat_kmeans_5	GSE61676	True	0.45999999999999996	0.5	0.5348837209302325	0.0	0.5
combat_kmeans_5	GSE62321	True	0.52	0.4987593052109181	0.5118770470895271	-0.07489263796803025	0.4633995037220844
combat_kmeans_5	GSE63885	True	0.48	0.2153846153846154	0.9227488352714401	-0.25677629550654774	0.19230769230769232
combat_kmeans_5	GSE65021	True	0.51	0.5734767025089607	0.8386070786927233	0.11973686801784993	0.557347670250896
combat_kmeans_5	GSE66999	True	0.47	0.46904761904761905	0.9195775059408937	0.03677848562449137	0.5333333333333333
combat_kmeans_5	GSE6861	True	0.45000000000000007	0.8880382775119617	0.8428798886553949	0.5891547049441787	0.7945773524720894
combat_kmeans_5	GSE68871	True	0.47	0.6062837506136475	0.8661492550434216	0.05960729575917796	0.5355915562101129
combat_kmeans_5	GSE72970	True	0.47	0.5292740046838407	0.5799512455319757	0.11211076054957729	0.5559458756180068
combat_kmeans_5	GSE73578	True	0.48	0.4108695652173913	0.5872061938536645	-0.20118227630781807	0.3956521739130435
combat_kmeans_5	GSE76360	True	0.45999999999999996	0.5984848484848484	0.7716774912757973	0.151826820421194	0.5818181818181818
combat_kmeans_5	GSE82172	True	0.48	0.4681933842239186	0.13489582388644647	-0.07219220924997168	0.4511086877499091
combat_kmeans_5	GSE8970	True	0.48	0.5502958579881657	0.5797311785532324	0.0	0.5
combat_kmeans_5	GSE9782	True	0.44000000000000006	0.4619528619528619	0.5447039746440981	0.0	0.5
combat_kmeans_5	ISPY2	True	0.5	0.49584604354977013	0.32792394548281084	0.0018552874847462709	0.5009816738593607
combat_prolif_tertile	BrighTNess	True	0.48	0.5636109962794543	0.560095754201418	0.11531736431732412	0.557599559046438
combat_prolif_tertile	GSE104645	True	0.47	0.4139030612244897	0.8518206745527033	-0.005886020116850139	0.4955357142857143
combat_prolif_tertile	GSE104958	True	0.47	0.7132352941176471	0.5563788162054952	0.3602065719969639	0.6887254901960784
combat_prolif_tertile	GSE109211	True	0.48	0.4548104956268222	0.26929427011628476	-0.06552557127333725	0.4642857142857143
combat_prolif_tertile	GSE131978	True	0.5	0.4766081871345029	0.5017381232794367	0.27817825790779704	0.6271929824561404
combat_prolif_tertile	GSE14615	True	0.47	0.36904761904761907	0.2724537037037037	-0.2182178902359924	0.38095238095238093
combat_prolif_tertile	GSE14671	True	0.47	0.6219512195121951	0.8177453613520363	0.32387121944194225	0.6727642276422765
combat_prolif_tertile	GSE173263	True	0.47	0.5655172413793104	0.8098109183810211	0.10242078963189225	0.5586206896551724
combat_prolif_tertile	GSE19293	True	0.47	0.41815476190476186	0.47915195481700756	-0.08333333333333333	0.45833333333333337
combat_prolif_tertile	GSE20181	True	0.48	0.3351239669421488	0.6253418224815378	-0.2266522390319451	0.39090909090909093
combat_prolif_tertile	GSE20194	True	0.47	0.9381435006435006	0.8016271349633365	0.7197398689075408	0.8391248391248392
combat_prolif_tertile	GSE20271	True	0.49	0.6548582995951417	0.2893254387719111	0.11789706315181393	0.5817307692307692
combat_prolif_tertile	GSE21974	True	0.48	0.6025641025641026	0.4590272809958791	0.13361747545217603	0.5705128205128205
combat_prolif_tertile	GSE22093	True	0.48	0.6987577639751553	0.5385818030376684	0.2175421209235084	0.5988612836438924
combat_prolif_tertile	GSE23988	True	0.52	0.9646341463414635	0.9389972310763388	0.7085483867221283	0.8
