held_out_dataset	method	k	seed	endpoint_family	drug	n_holdout	n_query	auroc	auprc
GSE32646	nn_finetune	20	3	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6675	0.4222
GSE32646	nn_finetune	20	4	pathologic_response	TFEC (Cyclophosphamide+Epirubicin+Fluorouracil+Paclitaxel)	115	95	0.6768	0.4294
GSE41998	l1_logistic	0	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	206	0.1214	0.9451
GSE41998	l1_logistic	5	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.1053	0.954
GSE41998	l1_logistic	5	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.0914	0.9518
GSE41998	l1_logistic	5	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.1294	0.9543
GSE41998	l1_logistic	5	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.1079	0.9536
GSE41998	l1_logistic	5	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.1015	0.9508
GSE41998	l1_logistic	10	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.125	0.9567
GSE41998	l1_logistic	10	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.151	0.9563
GSE41998	l1_logistic	10	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.1367	0.9566
GSE41998	l1_logistic	10	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.1159	0.9562
GSE41998	l1_logistic	10	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.1133	0.9516
GSE41998	l1_logistic	20	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.1882	0.9624
GSE41998	l1_logistic	20	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.1071	0.9488
GSE41998	l1_logistic	20	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.0769	0.9431
GSE41998	l1_logistic	20	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.1497	0.957
GSE41998	l1_logistic	20	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.1223	0.9514
GSE41998	feature_calibration	0	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	206	0.1214	0.9451
GSE41998	feature_calibration	5	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.3845	0.977
GSE41998	feature_calibration	5	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.4264	0.9798
GSE41998	feature_calibration	5	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.3122	0.9743
GSE41998	feature_calibration	5	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.2817	0.973
GSE41998	feature_calibration	5	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.1561	0.9631
GSE41998	feature_calibration	10	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.2656	0.9704
GSE41998	feature_calibration	10	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.1706	0.9623
GSE41998	feature_calibration	10	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.3008	0.9707
GSE41998	feature_calibration	10	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.2812	0.9698
GSE41998	feature_calibration	10	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.1953	0.9647
GSE41998	feature_calibration	20	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.2555	0.966
GSE41998	feature_calibration	20	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.2912	0.9689
GSE41998	feature_calibration	20	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.2734	0.9663
GSE41998	feature_calibration	20	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.3379	0.9726
GSE41998	feature_calibration	20	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.1896	0.9629
GSE41998	nn_finetune	0	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	206	0.2348	0.9646
GSE41998	nn_finetune	5	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.283	0.9749
GSE41998	nn_finetune	5	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.2246	0.9699
GSE41998	nn_finetune	5	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.2893	0.9754
GSE41998	nn_finetune	5	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.2766	0.9748
GSE41998	nn_finetune	5	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	201	0.2043	0.9682
GSE41998	nn_finetune	10	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.2773	0.9741
GSE41998	nn_finetune	10	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.306	0.976
GSE41998	nn_finetune	10	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.3034	0.9758
GSE41998	nn_finetune	10	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.2669	0.9731
GSE41998	nn_finetune	10	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	196	0.2174	0.9675
GSE41998	nn_finetune	20	0	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.3228	0.976
GSE41998	nn_finetune	20	1	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.2596	0.9706
GSE41998	nn_finetune	20	2	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.239	0.968
GSE41998	nn_finetune	20	3	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.2706	0.9723
GSE41998	nn_finetune	20	4	radiographic	AC (Cyclophosphamide+Doxorubicin)+Ixabepilone	206	186	0.2926	0.9739
GSE4779	l1_logistic	0	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	102	0.6325	0.5682
GSE4779	l1_logistic	5	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6293	0.567
GSE4779	l1_logistic	5	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6212	0.5608
GSE4779	l1_logistic	5	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6302	0.5732
GSE4779	l1_logistic	5	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6081	0.5473
GSE4779	l1_logistic	5	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6441	0.5465
GSE4779	l1_logistic	10	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.602	0.5379
GSE4779	l1_logistic	10	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.5945	0.5269
GSE4779	l1_logistic	10	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.6486	0.5509
GSE4779	l1_logistic	10	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.6185	0.5222
GSE4779	l1_logistic	10	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.6261	0.5438
GSE4779	l1_logistic	20	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.6022	0.5458
GSE4779	l1_logistic	20	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.5832	0.5444
GSE4779	l1_logistic	20	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.6293	0.5672
GSE4779	l1_logistic	20	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.599	0.5045
GSE4779	l1_logistic	20	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.6218	0.5827
GSE4779	feature_calibration	0	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	102	0.6325	0.5682
GSE4779	feature_calibration	5	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6032	0.5103
GSE4779	feature_calibration	5	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6185	0.5467
GSE4779	feature_calibration	5	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6252	0.4804
GSE4779	feature_calibration	5	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.6171	0.5218
GSE4779	feature_calibration	5	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	0.591	0.4651
GSE4779	feature_calibration	10	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.5754	0.4512
GSE4779	feature_calibration	10	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.588	0.4582
GSE4779	feature_calibration	10	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.6256	0.479
GSE4779	feature_calibration	10	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.598	0.4654
GSE4779	feature_calibration	10	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.5524	0.4181
GSE4779	feature_calibration	20	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.5996	0.4648
GSE4779	feature_calibration	20	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.5844	0.4993
GSE4779	feature_calibration	20	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.6256	0.5293
GSE4779	feature_calibration	20	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.6059	0.4812
GSE4779	feature_calibration	20	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.5946	0.5211
GSE4779	nn_finetune	0	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	102	1.0	1.0
GSE4779	nn_finetune	5	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	1.0	1.0
GSE4779	nn_finetune	5	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	1.0	1.0
GSE4779	nn_finetune	5	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	1.0	1.0
GSE4779	nn_finetune	5	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	1.0	1.0
GSE4779	nn_finetune	5	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	97	1.0	1.0
GSE4779	nn_finetune	10	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	0.9995	0.9992
GSE4779	nn_finetune	10	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	1.0	1.0
GSE4779	nn_finetune	10	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	1.0	1.0
GSE4779	nn_finetune	10	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	1.0	1.0
GSE4779	nn_finetune	10	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	92	1.0	1.0
GSE4779	nn_finetune	20	0	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	1.0	1.0
GSE4779	nn_finetune	20	1	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.9994	0.999
GSE4779	nn_finetune	20	2	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	1.0	1.0
GSE4779	nn_finetune	20	3	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	0.9994	0.999
GSE4779	nn_finetune	20	4	pathologic_response	Cyclophosphamide+Epirubicin+Fluorouracil	102	82	1.0	1.0
GSE48905	l1_logistic	0	0	radiographic	Fulvestrant	39	39	0.475	0.4115
GSE48905	l1_logistic	5	0	radiographic	Fulvestrant	39	34	0.4908	0.4304
GSE48905	l1_logistic	5	1	radiographic	Fulvestrant	39	34	0.4505	0.4028
GSE48905	l1_logistic	5	2	radiographic	Fulvestrant	39	34	0.4286	0.3961
GSE48905	l1_logistic	5	3	radiographic	Fulvestrant	39	34	0.4945	0.4167
GSE48905	l1_logistic	5	4	radiographic	Fulvestrant	39	34	0.4249	0.3756
GSE48905	l1_logistic	10	0	radiographic	Fulvestrant	39	29	0.3889	0.3841
GSE48905	l1_logistic	10	1	radiographic	Fulvestrant	39	29	0.5152	0.4783
GSE48905	l1_logistic	10	2	radiographic	Fulvestrant	39	29	0.3939	0.3416
GSE48905	l1_logistic	10	3	radiographic	Fulvestrant	39	29	0.5253	0.4395
GSE48905	l1_logistic	10	4	radiographic	Fulvestrant	39	29	0.5404	0.4705
GSE48905	l1_logistic	20	0	radiographic	Fulvestrant	39	19	0.4286	0.4225
GSE48905	l1_logistic	20	1	radiographic	Fulvestrant	39	19	0.5238	0.4347
GSE48905	l1_logistic	20	2	radiographic	Fulvestrant	39	19	0.3214	0.3229
GSE48905	l1_logistic	20	3	radiographic	Fulvestrant	39	19	0.3095	0.3295
GSE48905	l1_logistic	20	4	radiographic	Fulvestrant	39	19	0.4643	0.3895
GSE48905	feature_calibration	0	0	radiographic	Fulvestrant	39	39	0.475	0.4115
GSE48905	feature_calibration	5	0	radiographic	Fulvestrant	39	34	0.5531	0.4525
GSE48905	feature_calibration	5	1	radiographic	Fulvestrant	39	34	0.4432	0.3738
GSE48905	feature_calibration	5	2	radiographic	Fulvestrant	39	34	0.4872	0.4126
GSE48905	feature_calibration	5	3	radiographic	Fulvestrant	39	34	0.5275	0.4263
GSE48905	feature_calibration	5	4	radiographic	Fulvestrant	39	34	0.4982	0.4333
GSE48905	feature_calibration	10	0	radiographic	Fulvestrant	39	29	0.399	0.3504
GSE48905	feature_calibration	10	1	radiographic	Fulvestrant	39	29	0.5101	0.4365
GSE48905	feature_calibration	10	2	radiographic	Fulvestrant	39	29	0.4444	0.3856
GSE48905	feature_calibration	10	3	radiographic	Fulvestrant	39	29	0.4697	0.3845
GSE48905	feature_calibration	10	4	radiographic	Fulvestrant	39	29	0.5808	0.4383
GSE48905	feature_calibration	20	0	radiographic	Fulvestrant	39	19	0.3929	0.3437
GSE48905	feature_calibration	20	1	radiographic	Fulvestrant	39	19	0.631	0.5361
GSE48905	feature_calibration	20	2	radiographic	Fulvestrant	39	19	0.3929	0.3728
GSE48905	feature_calibration	20	3	radiographic	Fulvestrant	39	19	0.369	0.368
GSE48905	feature_calibration	20	4	radiographic	Fulvestrant	39	19	0.5357	0.4368
GSE48905	nn_finetune	0	0	radiographic	Fulvestrant	39	39	0.6667	0.4885
GSE48905	nn_finetune	5	0	radiographic	Fulvestrant	39	34	0.6777	0.4936
GSE48905	nn_finetune	5	1	radiographic	Fulvestrant	39	34	0.5897	0.434
GSE48905	nn_finetune	5	2	radiographic	Fulvestrant	39	34	0.641	0.4742
GSE48905	nn_finetune	5	3	radiographic	Fulvestrant	39	34	0.707	0.5348
GSE48905	nn_finetune	5	4	radiographic	Fulvestrant	39	34	0.6337	0.4665
GSE48905	nn_finetune	10	0	radiographic	Fulvestrant	39	29	0.6313	0.4734
GSE48905	nn_finetune	10	1	radiographic	Fulvestrant	39	29	0.7273	0.5625
GSE48905	nn_finetune	10	2	radiographic	Fulvestrant	39	29	0.6111	0.4557
GSE48905	nn_finetune	10	3	radiographic	Fulvestrant	39	29	0.6515	0.4901
GSE48905	nn_finetune	10	4	radiographic	Fulvestrant	39	29	0.6566	0.5771
GSE48905	nn_finetune	20	0	radiographic	Fulvestrant	39	19	0.7619	0.7022
GSE48905	nn_finetune	20	1	radiographic	Fulvestrant	39	19	0.6071	0.4649
GSE48905	nn_finetune	20	2	radiographic	Fulvestrant	39	19	0.6429	0.4807
GSE48905	nn_finetune	20	3	radiographic	Fulvestrant	39	19	0.5952	0.4553
GSE48905	nn_finetune	20	4	radiographic	Fulvestrant	39	19	0.6429	0.4839
GSE50948	l1_logistic	0	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	156	0.4889	0.3273
GSE50948	l1_logistic	5	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4755	0.3189
GSE50948	l1_logistic	5	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4731	0.3203
GSE50948	l1_logistic	5	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.5094	0.3366
GSE50948	l1_logistic	5	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.501	0.3296
GSE50948	l1_logistic	5	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.5061	0.3325
GSE50948	l1_logistic	10	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4802	0.3254
GSE50948	l1_logistic	10	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.5083	0.337
GSE50948	l1_logistic	10	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4825	0.3275
GSE50948	l1_logistic	10	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4994	0.3304
GSE50948	l1_logistic	10	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.504	0.3363
GSE50948	l1_logistic	20	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.5085	0.3341
GSE50948	l1_logistic	20	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.5312	0.3462
GSE50948	l1_logistic	20	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4928	0.328
GSE50948	l1_logistic	20	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.529	0.3468
GSE50948	l1_logistic	20	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.53	0.3403
GSE50948	feature_calibration	0	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	156	0.4889	0.3273
GSE50948	feature_calibration	5	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.441	0.3226
GSE50948	feature_calibration	5	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.468	0.3181
GSE50948	feature_calibration	5	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4924	0.3317
GSE50948	feature_calibration	5	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.532	0.3419
GSE50948	feature_calibration	5	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.5112	0.3301
GSE50948	feature_calibration	10	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4446	0.3172
GSE50948	feature_calibration	10	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.451	0.3266
GSE50948	feature_calibration	10	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4506	0.3114
GSE50948	feature_calibration	10	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4402	0.3197
GSE50948	feature_calibration	10	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.5006	0.3459
GSE50948	feature_calibration	20	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.5019	0.3386
GSE50948	feature_calibration	20	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4923	0.3272
GSE50948	feature_calibration	20	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4853	0.3349
GSE50948	feature_calibration	20	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4978	0.3285
GSE50948	feature_calibration	20	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4915	0.3266
GSE50948	nn_finetune	0	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	156	0.4583	0.3389
GSE50948	nn_finetune	5	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4537	0.3424
GSE50948	nn_finetune	5	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4584	0.3352
GSE50948	nn_finetune	5	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4747	0.3467
GSE50948	nn_finetune	5	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4373	0.3256
GSE50948	nn_finetune	5	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	151	0.4888	0.3536
GSE50948	nn_finetune	10	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4635	0.3396
GSE50948	nn_finetune	10	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4738	0.3378
GSE50948	nn_finetune	10	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4525	0.3396
GSE50948	nn_finetune	10	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4671	0.3479
GSE50948	nn_finetune	10	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	146	0.4452	0.3251
GSE50948	nn_finetune	20	0	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4761	0.3503
GSE50948	nn_finetune	20	1	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4734	0.3497
GSE50948	nn_finetune	20	2	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4527	0.3209
GSE50948	nn_finetune	20	3	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4688	0.3502
GSE50948	nn_finetune	20	4	pathologic_response	AT (Doxorubicin+Paclitaxel)+CMF (Cyclophosphamide+Fluorouracil+Methotrexate)+Trastuzumab	156	136	0.4773	0.3568
GSE5122	l1_logistic	0	0	radiographic	Tipifarnib	57	57	0.3774	0.0674
GSE5122	l1_logistic	5	0	radiographic	Tipifarnib	57	52	0.483	0.0714
GSE5122	l1_logistic	5	1	radiographic	Tipifarnib	57	52	0.3469	0.0568
GSE5122	l1_logistic	5	2	radiographic	Tipifarnib	57	52	0.3673	0.0585
GSE5122	l1_logistic	5	3	radiographic	Tipifarnib	57	52	0.4966	0.0729
GSE5122	l1_logistic	5	4	radiographic	Tipifarnib	57	52	0.4966	0.0729
GSE5122	l1_logistic	10	0	radiographic	Tipifarnib	57	47	0.3258	0.0607
GSE5122	l1_logistic	10	1	radiographic	Tipifarnib	57	47	0.4621	0.0763
GSE5122	l1_logistic	10	2	radiographic	Tipifarnib	57	47	0.4167	0.0703
GSE5122	l1_logistic	10	3	radiographic	Tipifarnib	57	47	0.5152	0.0827
GSE5122	l1_logistic	10	4	radiographic	Tipifarnib	57	47	0.4318	0.0719
GSE5122	l1_logistic	20	0	radiographic	Tipifarnib	57	37	0.3824	0.0838
GSE5122	l1_logistic	20	1	radiographic	Tipifarnib	57	37	0.3824	0.0836
GSE5122	l1_logistic	20	2	radiographic	Tipifarnib	57	37	0.3431	0.0803
GSE5122	l1_logistic	20	3	radiographic	Tipifarnib	57	37	0.402	0.0882
GSE5122	l1_logistic	20	4	radiographic	Tipifarnib	57	37	0.4608	0.0953
GSE5122	feature_calibration	0	0	radiographic	Tipifarnib	57	57	0.3774	0.0674
GSE5122	feature_calibration	5	0	radiographic	Tipifarnib	57	52	0.4286	0.0662
GSE5122	feature_calibration	5	1	radiographic	Tipifarnib	57	52	0.2109	0.0473
GSE5122	feature_calibration	5	2	radiographic	Tipifarnib	57	52	0.4082	0.0656
GSE5122	feature_calibration	5	3	radiographic	Tipifarnib	57	52	0.4694	0.0758
