approach,mean_auc,std_auc,min_auc,max_auc,n_datasets
dose_stratified_slope,0.5179509362086143,0.13287101499677528,0.136318407960199,0.7853658536585366,31
dose_stratified,0.5117563903391295,0.13349582785784958,0.1850746268656716,0.7951219512195122,31
dose_averaged,0.5011665809392735,0.13417204152181397,0.11904761904761901,0.7353658536585366,31
